"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11196172-<b>A</b>,"2 x 10-15","(East Asian)",0.69,1.12,'-,[1.09-1.15],TCF7L2,"Colorectal cancer","colorectal cancer",'-,GCST009869,10:112967084
rs61510274-<b>?</b>,"3 x 10-14","(East Asian)",0.59,1.1111112,'-,[1.08-1.14],SLCO2A1,"Colorectal cancer","colorectal cancer",'-,GCST009869,3:134030671
rs4554811-<b>?</b>,"8 x 10-14","(East Asian)",0.27,1.1111112,'-,[1.09-1.15],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST009869,10:112518975
rs1078643-<b>A</b>,"2 x 10-13","(East Asian)",0.77,1.13,'-,[1.09-1.17],"TMEM220-AS1, TMEM238L","Colorectal cancer","colorectal cancer",'-,GCST009869,17:10803924
rs4341754-<b>?</b>,"5 x 10-12","(East Asian)",0.57,1.098901,'-,[1.06-1.12],'-,"Colorectal cancer","colorectal cancer",'-,GCST009869,16:80005724
rs6584283-<b>?</b>,"6 x 10-11","(East Asian)",0.56,1.0869565,'-,[1.06-1.11],LINC01475,"Colorectal cancer","colorectal cancer",'-,GCST009869,10:99530544
rs9915645-<b>?</b>,"5 x 10-10","(East Asian)",0.52,1.0869565,'-,[1.05-1.11],NXN,"Colorectal cancer","colorectal cancer",'-,GCST009869,17:909294
rs2730985-<b>?</b>,"1 x 10-9","(East Asian)",0.63,1.0869565,'-,[1.05-1.11],LINC02450,"Colorectal cancer","colorectal cancer",'-,GCST009869,12:42736822
rs6085662-<b>C</b>,"2 x 10-9","(East Asian)",0.21,1.12,'-,[1.07-1.14],LINC01713,"Colorectal cancer","colorectal cancer",'-,GCST009869,20:6717725
rs3830041-<b>T</b>,"4 x 10-9","(East Asian)",0.14,1.15,'-,[1.10-1.21],NOTCH4,"Colorectal cancer","colorectal cancer",'-,GCST009869,6:32223562
rs7398375-<b>C</b>,"1 x 10-7","(East Asian)",0.43,1.08,'-,[1.05-1.12],"LRP1-AS, LRP1","Colorectal cancer","colorectal cancer",'-,GCST009869,12:57147065
rs17550549-<b>?</b>,"2 x 10-7","(East Asian)",0.8,1.098901,'-,[1.05-1.14],MYL2,"Colorectal cancer","colorectal cancer",'-,GCST009869,12:110919667
rs35917784-<b>A</b>,"4 x 10-6","(East Asian, joint analysis)",0.1,1.12,'-,[1.07-1.17],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST009869,5:135161909
rs78894077-<b>?</b>,"6 x 10-6","(East Asian, joint analysis)",0.94,1.1764705,'-,[1.1-1.27],SH2B3,"Colorectal cancer","colorectal cancer",'-,GCST009869,12:111418869
rs140851213-<b>T</b>,"8 x 10-6","(East Asian, joint analysis)",0.72,1.098901,'-,[1.05-1.14],"MAFTRR, LINC01229","Colorectal cancer","colorectal cancer",'-,GCST009869,16:79720537
rs10936599-<b>C</b>,"9 x 10-6","(East Asian)",NR,1.06,'-,[1.03-1.09],MYNN,"Colorectal cancer","colorectal cancer",'-,GCST009869,3:169774313
rs2735940-<b>G</b>,"2 x 10-6","(East Asian)",NR,1.07,'-,[1.04-1.10],"TERT, MIR4457","Colorectal cancer","colorectal cancer",'-,GCST009869,5:1296371
rs1321311-<b>A</b>,"2 x 10-6","(East Asian)",NR,1.09,'-,[1.05-1.13],"RNU1-88P, Y_RNA","Colorectal cancer","colorectal cancer",'-,GCST009869,6:36655123
rs6983267-<b>G</b>,"3 x 10-33","(East Asian)",NR,1.17,'-,[1.14-1.19],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST009869,8:127401060
rs10795668-<b>G</b>,"1 x 10-23","(East Asian)",NR,1.14,'-,[1.11-1.17],RNA5SP299,"Colorectal cancer","colorectal cancer",'-,GCST009869,10:8659256
rs3824999-<b>G</b>,"1 x 10-6","(East Asian)",NR,1.07,'-,[1.04-1.09],POLD3,"Colorectal cancer","colorectal cancer",'-,GCST009869,11:74634505
rs3802842-<b>C</b>,"3 x 10-7","(East Asian)",NR,1.07,'-,[1.04-1.10],"COLCA2, COLCA1","Colorectal cancer","colorectal cancer",'-,GCST009869,11:111300984
rs12818766-<b>A</b>,"2 x 10-19","(East Asian)",NR,1.16,'-,[1.12-1.19],CCND2-AS1,"Colorectal cancer","colorectal cancer",'-,GCST009869,12:4266925
rs3217874-<b>T</b>,"3 x 10-6","(East Asian)",NR,1.06,'-,[1.04-1.09],CCND2,"Colorectal cancer","colorectal cancer",'-,GCST009869,12:4291642
rs11610543-<b>G</b>,"2 x 10-9","(East Asian)",NR,1.08,'-,[1.06-1.11],LINC02450,"Colorectal cancer","colorectal cancer",'-,GCST009869,12:42740389
rs16969681-<b>T</b>,"7 x 10-8","(East Asian)",NR,1.07,'-,[1.05-1.10],"GREM1, SCG5","Colorectal cancer","colorectal cancer",'-,GCST009869,15:32700910
rs9930005-<b>C</b>,"2 x 10-10","(East Asian)",NR,1.09,'-,[1.06-1.12],'-,"Colorectal cancer","colorectal cancer",'-,GCST009869,16:80009361
rs4939827-<b>T</b>,"1 x 10-15","(East Asian)",NR,1.13,'-,[1.09-1.16],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST009869,18:48927093
rs10411210-<b>C</b>,"9 x 10-9","(East Asian)",NR,1.1,'-,[1.07-1.14],RHPN2,"Colorectal cancer","colorectal cancer",'-,GCST009869,19:33041394
rs4813802-<b>G</b>,"3 x 10-9","(East Asian)",NR,1.1,'-,[1.06-1.13],LINC01713,"Colorectal cancer","colorectal cancer",'-,GCST009869,20:6718948
rs6066825-<b>A</b>,"8 x 10-12","(East Asian)",NR,1.1,'-,[1.07-1.14],PREX1,"Colorectal cancer","colorectal cancer",'-,GCST009869,20:48723580
rs1810502-<b>C</b>,"2 x 10-6","(East Asian)",NR,1.06,'-,[1.04-1.09],"RN7SL636P, COX6CP2","Colorectal cancer","colorectal cancer",'-,GCST009869,20:50440951
rs1446585-<b>G</b>,"3 x 10-8",,0.399,1.07,'-,[1.04-1.10],R3HDM1,"Distal/Left-sided colorectal cancer","colorectal cancer",'-,GCST012202,2:135649909
rs2302274-<b>G</b>,"5 x 10-9",,0.478,1.07,'-,[1.04-1.09],CDX1,"Distal/Left-sided colorectal cancer","colorectal cancer",'-,GCST012202,5:150166863
rs73161913-<b>G</b>,"1 x 10-9",,0.943,1.16,'-,[1.10-1.22],LINC00513,"Distal/Left-sided colorectal cancer","colorectal cancer",'-,GCST012202,7:130923020
rs7071258-<b>A</b>,"8 x 10-9",,0.216,1.08,'-,[1.05-1.11],"MTND5P42, LINC00865","Distal/Left-sided colorectal cancer","colorectal cancer",'-,GCST012202,10:89814867
rs62131228-<b>G</b>,"2 x 10-8",,0.981,1.28,'-,[1.17-1.40],SBNO2,"Distal/Left-sided colorectal cancer","colorectal cancer",'-,GCST012202,19:1157643
rs6014965-<b>A</b>,"5 x 10-9",,0.554,1.07,'-,[1.04-1.09],BMP7,"Distal/Left-sided colorectal cancer","colorectal cancer",'-,GCST012202,20:57256147
rs1800734-<b>A</b>,"4 x 10-18",,0.247,1.15,'-,[1.11-1.19],MLH1,"Proximal colorectal cancer","colorectal cancer",'-,GCST012206,3:36993455
rs61975764-<b>G</b>,"3 x 10-8",,0.553,1.08,'-,[1.05-1.11],RIN3,"Proximal colorectal cancer","colorectal cancer",'-,GCST012206,14:92548584
rs80158569-<b>A</b>,"9 x 10-11",,0.075,1.18,'-,[1.12-1.24],"SETD3, BCL11B","Proximal colorectal cancer","colorectal cancer",'-,GCST012206,14:99316600
rs3124454-<b>G</b>,"1 x 10-8",,0.5809,1.09,'-,1.06-1.12,"CHORDC1P5, CASP3P1","Proximal colorectal cancer","colorectal cancer",'-,GCST012206,1:70574483
rs1446585-<b>G</b>,"8 x 10-6",,0.399,1.07,'-,[1.04-1.11],R3HDM1,"Distal colorectal cancer","colorectal cancer",'-,GCST012205,2:135649909
rs353548-<b>G</b>,"5 x 10-7",,0.9533,1.18,'-,[1.11-1.27],TWF2,"Distal colorectal cancer","colorectal cancer",'-,GCST012205,3:52235475
rs2302274-<b>G</b>,"5 x 10-6",,0.4782,1.07,'-,[1.04-1.10],CDX1,"Distal colorectal cancer","colorectal cancer",'-,GCST012205,5:150166863
rs73161913-<b>G</b>,"2 x 10-7",,0.9432,1.18,'-,[1.11-1.26],LINC00513,"Distal colorectal cancer","colorectal cancer",'-,GCST012205,7:130923020
rs7071258-<b>A</b>,"1 x 10-6",,0.2156,1.08,'-,[1.05-1.12],"MTND5P42, LINC00865","Distal colorectal cancer","colorectal cancer",'-,GCST012205,10:89814867
rs6014965-<b>A</b>,"9 x 10-8",,0.5536,1.08,'-,[1.05-1.11],BMP7,"Distal colorectal cancer","colorectal cancer",'-,GCST012205,20:57256147
rs736037-<b>A</b>,"2 x 10-6",,0.2861,1.08,'-,[1.04-1.11],FAM118A,"Distal colorectal cancer","colorectal cancer",'-,GCST012205,22:45329118
rs12022676-<b>A</b>,"1 x 10-10",,0.281894585,1.1319561,'-,[1.090259108-1.175247727],"LINC02474, LINC02257","Colorectal cancer","colorectal cancer",'-,GCST90013697,1:221972743
rs12241008-<b>C</b>,"3 x 10-11",,0.252938392,1.1408169,'-,[1.097285168-1.186075571],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST90013697,10:112520943
rs704017-<b>G</b>,"1 x 10-9",,0.344166543,1.1166658,'-,[1.077679122-1.157062862],ZMIZ1-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90013697,10:79059375
rs9733843-<b>G</b>,"1 x 10-14",,0.383615307,0.8701625,'-,[0.840056322-0.901347604],RNA5SP299,"Colorectal cancer","colorectal cancer",'-,GCST90013697,10:8676041
rs140989504-<b>T</b>,"2 x 10-8",,0.028748356,1.3655896,'-,[1.224448851-1.522999458],RN7SL222P,"Colorectal cancer","colorectal cancer",'-,GCST90013697,11:100568503
rs11066015-<b>A</b>,"1 x 10-13",,0.239580915,0.86299574,'-,[0.82991439-0.897395817],ACAD10,"Colorectal cancer","colorectal cancer",'-,GCST90013697,12:111730205
rs11874392-<b>T</b>,"2 x 10-20",,0.656781841,0.8433536,'-,[0.81344516-0.874361716],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST90013697,18:48926786
rs6140071-<b>T</b>,"2 x 10-9",,0.201635225,1.1400142,'-,[1.09254882-1.189541761],LINC01713,"Colorectal cancer","colorectal cancer",'-,GCST90013697,20:6725846
rs2049942-<b>G</b>,"1 x 10-9",,0.672765772,0.8929148,'-,[0.861041474-0.925967892],HAO1,"Colorectal cancer","colorectal cancer",'-,GCST90013697,20:7864739
rs7722513-<b>G</b>,"1 x 10-13",,0.71600577,0.86136234,'-,[0.82802136-0.896045818],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST90013697,5:135128376
rs2437841-<b>A</b>,"2 x 10-8",,0.460497819,0.90708834,'-,[0.876599941-0.938637177],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST90013697,8:116607873
rs4871022-<b>T</b>,"1 x 10-24",,0.681929434,0.8269473,'-,[0.797418023-0.857570068],"PCAT1, POU5F1B, CASC8","Colorectal cancer","colorectal cancer",'-,GCST90013697,8:127415475
rs10811654-<b>G</b>,"4 x 10-9",,0.47237368,0.9026533,'-,[0.872332719-0.934027684],CDKN2B-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90013697,9:22092925
rs7068313-<b>T</b>,"7 x 10-10",,NR,1.1248943,'-,[1.08363385941129-1.16772565013563],TCF7L2,"Colorectal cancer","colorectal cancer",'-,GCST90013697,10:112966167
rs1078186-<b>C</b>,"2 x 10-6",(Female),0.574,0.615,'-,[0.51-0.72],SNX31,"Colorectal cancer","colorectal cancer",'-,GCST011973,8:100613251
rs118174020-<b>C</b>,"1 x 10-6",(Female),0.949,0.357,'-,[0.24-0.48],LINC02055,"Colorectal cancer","colorectal cancer",'-,GCST011973,8:135843271
rs307385-<b>T</b>,"2 x 10-6",(Female),0.23,1.684,'-,[1.36-2.01],LINC02646,"Colorectal cancer","colorectal cancer",'-,GCST011973,10:130452402
rs57751578-<b>T</b>,"2 x 10-6",(Male),0.911,0.483,'-,[0.36-0.61],THRB,"Colorectal cancer","colorectal cancer",'-,GCST011973,3:24486090
rs4631227-<b>A</b>,"3 x 10-6",(Male),0.293,1.663,'-,[1.34-1.98],"HSPA4, FSTL4","Colorectal cancer","colorectal cancer",'-,GCST011973,5:133152748
rs72907251-<b>C</b>,"1 x 10-6",(Male),0.937,0.446,'-,[0.32-0.57],RN7SL643P,"Colorectal cancer","colorectal cancer",'-,GCST011973,6:86515650
rs9579517-<b>C</b>,"9 x 10-6",(Male),0.9,0.519,'-,[0.39-0.65],"LINC00350, MPHOSPH8","Colorectal cancer","colorectal cancer",'-,GCST011973,13:19603453
rs12022676-<b>A</b>,"2 x 10-10",,0.282566469,'-,"0.11656091 unit increase",[0.081-0.152],"LINC02474, LINC02257","Colorectal cancer","colorectal cancer",'-,GCST90018588,1:221972743
rs113569514-<b>C</b>,"6 x 10-9",,0.350389891,'-,"0.10216772 unit decrease",[0.068-0.137],SLCO2A1,"Colorectal cancer","colorectal cancer",'-,GCST90018588,3:134029945
rs7722513-<b>G</b>,"3 x 10-17",,0.72065009,'-,"0.16010065 unit decrease",[0.12-0.2],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST90018588,5:135128376
rs11779352-<b>A</b>,"3 x 10-9",,0.133069822,'-,"0.14788052 unit increase",[0.099-0.197],UTP23,"Colorectal cancer","colorectal cancer",'-,GCST90018588,8:116801302
rs4871788-<b>A</b>,"1 x 10-19",,0.682296647,'-,"0.16026191 unit decrease",[0.13-0.19],"CASC8, POU5F1B, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST90018588,8:127409540
rs10811654-<b>G</b>,"1 x 10-9",,0.476530918,'-,"0.10056386 unit decrease",[0.068-0.133],CDKN2B-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90018588,9:22092925
rs80207046-<b>T</b>,"5 x 10-11",,0.250103461,'-,"0.12903193 unit increase",[0.09-0.168],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST90018588,10:112546682
rs704017-<b>G</b>,"2 x 10-10",,0.342908608,'-,"0.110225864 unit increase",[0.076-0.144],ZMIZ1-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90018588,10:79059375
rs7894531-<b>A</b>,"3 x 10-17",,0.379058067,'-,"0.14465919 unit decrease",[0.11-0.18],"LINC02676, RNA5SP299","Colorectal cancer","colorectal cancer",'-,GCST90018588,10:8692798
rs184201123-<b>T</b>,"7 x 10-9",,0.029696005,'-,"0.31488594 unit increase",[0.21-0.42],"ARHGAP42-AS1, PPIAP43","Colorectal cancer","colorectal cancer",'-,GCST90018588,11:100674103
rs11066132-<b>T</b>,"6 x 10-14",,0.241006406,'-,"0.15851188 unit decrease",[0.12-0.2],NAA25,"Colorectal cancer","colorectal cancer",'-,GCST90018588,12:112030402
rs12822620-<b>T</b>,"2 x 10-9",,0.306464895,'-,"0.120786496 unit increase",[0.081-0.16],"CCND2, CCND2-AS1","Colorectal cancer","colorectal cancer",'-,GCST90018588,12:4270665
rs11874392-<b>T</b>,"6 x 10-25",,0.655793679,'-,"0.18115799 unit decrease",[0.15-0.22],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST90018588,18:48926786
rs6086195-<b>G</b>,"4 x 10-10",,0.321642895,'-,"0.11244234 unit increase",[0.077-0.148],"RN7SL547P, HAO1","Colorectal cancer","colorectal cancer",'-,GCST90018588,20:7768820
rs7722513-<b>?</b>,"6 x 10-12",,NR,0.87,'-,[0.84-0.9],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST90093302,5:135128376
rs10108262-<b>?</b>,"5 x 10-8",,NR,1.16,'-,[1.09-1.23],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST90093302,8:116645840
rs10505477-<b>?</b>,"1 x 10-22",,NR,0.83,'-,[0.8-0.86],"POU5F1B, PCAT1, CASC8","Colorectal cancer","colorectal cancer",'-,GCST90093302,8:127395198
rs10811654-<b>?</b>,"1 x 10-8",,NR,0.9,'-,[0.87-0.93],CDKN2B-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90093302,9:22092925
rs12358150-<b>?</b>,"1 x 10-13",,NR,0.87,'-,[0.84-0.9],"LINC02676, RNA5SP299","Colorectal cancer","colorectal cancer",'-,GCST90093302,10:8693781
rs704017-<b>?</b>,"7 x 10-10",,NR,1.12,'-,[1.08-1.17],ZMIZ1-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90093302,10:79059375
rs111936498-<b>?</b>,"2 x 10-10",,NR,1.14,'-,[1.09-1.2],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST90093302,10:112503014
rs149212747-<b>?</b>,"5 x 10-9",,NR,1.15,'-,[1.09-1.21],LINC02356,"Colorectal cancer","colorectal cancer",'-,GCST90093302,12:111398968
rs11874392-<b>?</b>,"3 x 10-18",,NR,0.85,'-,[0.82-0.87],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST90093302,18:48926786
rs11476204-<b>?</b>,"1 x 10-9",,NR,1.13,'-,[1.08-1.17],"HAO1, RN7SL547P","Colorectal cancer","colorectal cancer",'-,GCST90093302,20:7864182
rs141093369-<b>?</b>,"2 x 10-9",,NR,1.13,'-,[1.08-1.18],"LINC02474, LINC02257","Colorectal cancer","colorectal cancer",'-,GCST90093302,1:221975917
rs115481520-<b>?</b>,"8 x 10-6",,NR,1.36889,'-,[1.23-1.51],ERBB4,"Colorectal cancer","colorectal cancer",'-,GCST90027054,2:212392934
rs145311353-<b>?</b>,"2 x 10-6",,NR,3.59801,'-,[3.07-4.12],HHATL,"Colorectal cancer","colorectal cancer",'-,GCST90027054,3:42699102
chr4:6303069-<b>?</b>,"2 x 10-7",,NR,20.7526,'-,[19.61-21.9],'-,"Colorectal cancer","colorectal cancer",'-,GCST90027054,"Mapping not available"
rs1348612-<b>?</b>,"3 x 10-7",,NR,1.14633,'-,[1.09-1.2],LINC00604,"Colorectal cancer","colorectal cancer",'-,GCST90027054,5:40265802
chr7:94928345-<b>?</b>,"9 x 10-6",,NR,17.2013,'-,[15.95-18.46],'-,"Colorectal cancer","colorectal cancer",'-,GCST90027054,"Mapping not available"
rs72664998-<b>?</b>,"7 x 10-6",,NR,0.663095,'-,[0.48-0.84],C8orf34,"Colorectal cancer","colorectal cancer",'-,GCST90027054,8:68532379
rs6983267-<b>?</b>,"1 x 10-9",,NR,0.86065,'-,[0.81-0.91],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST90027054,8:127401060
rs62517797-<b>?</b>,"9 x 10-6",,NR,1.16722,'-,[1.1-1.24],"ADCY8, ASAP1","Colorectal cancer","colorectal cancer",'-,GCST90027054,8:130627732
rs75366062-<b>?</b>,"6 x 10-6",,NR,1.27185,'-,[1.17-1.38],"C9orf62, OLFM1","Colorectal cancer","colorectal cancer",'-,GCST90027054,9:135247483
rs117146485-<b>?</b>,"1 x 10-6",,NR,1.62541,'-,[1.43-1.82],"CAMSAP1, UBAC1","Colorectal cancer","colorectal cancer",'-,GCST90027054,9:135932411
rs75994173-<b>?</b>,"3 x 10-6",,NR,7.69485,'-,[6.84-8.55],HK1,"Colorectal cancer","colorectal cancer",'-,GCST90027054,10:69300222
rs667502-<b>?</b>,"6 x 10-6",,NR,1.37675,'-,[1.24-1.51],NALCN-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90027054,13:100869033
rs1957032-<b>?</b>,"5 x 10-6",,NR,1.12089,'-,[1.07-1.17],AKAP6,"Colorectal cancer","colorectal cancer",'-,GCST90027054,14:32482350
rs191340185-<b>?</b>,"1 x 10-5",,NR,1.98226,'-,[1.68-2.29],TOM1L2,"Colorectal cancer","colorectal cancer",'-,GCST90027054,17:17878028
rs199511438-<b>?</b>,"1 x 10-5",,NR,18.059,'-,[16.78-19.34],SCPEP1,"Colorectal cancer","colorectal cancer",'-,GCST90027054,17:56991158
rs4939827-<b>?</b>,"1 x 10-7",,NR,0.875513,'-,[0.83-0.92],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST90027054,18:48927093
rs138123473-<b>?</b>,"1 x 10-6",,NR,4.33801,'-,[3.75-4.93],POP4,"Colorectal cancer","colorectal cancer",'-,GCST90027054,19:29615343
rs10498226-<b>G</b>,"3 x 10-6",,0.747,0.638,'-,[0.53-0.75],LINC01807,"Colorectal cancer","colorectal cancer",'-,GCST90101895,2:228501079
rs73100658-<b>A</b>,"1 x 10-6",,0.603,1.475,'-,[1.26-1.69],PDE1C,"Colorectal cancer","colorectal cancer",'-,GCST90101895,7:32107879
rs79101886-<b>G</b>,"4 x 10-6",,0.925,0.584,'-,[0.46-0.7],"PCAT1, CCAT2, CASC8, POU5F1B","Colorectal cancer","colorectal cancer",'-,GCST90101895,8:127401538
rs12300786-<b>C</b>,"2 x 10-6",,0.8,1.674,'-,[1.35-1.99],"PCED1B, PPIAP45","Colorectal cancer","colorectal cancer",'-,GCST90101895,12:47264453
rs12902179-<b>C</b>,"2 x 10-6",,0.9,0.556,'-,[0.44-0.68],"UNC45A, HDDC3","Colorectal cancer","colorectal cancer",'-,GCST90101895,15:90932968
rs7722513-<b>G</b>,"3 x 10-17",,NR,'-,"0.1106 unit decrease",[0.085-0.136],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST90018808,5:135128376
rs1445011-<b>C</b>,"5 x 10-10",,NR,'-,"0.111 unit increase",[0.076-0.146],"TTC33, RNU1-150P","Colorectal cancer","colorectal cancer",'-,GCST90018808,5:40280100
rs3735491-<b>A</b>,"5 x 10-8",,NR,'-,"0.0849 unit decrease",[0.054-0.115],"NACAD, CCM2","Colorectal cancer","colorectal cancer",'-,GCST90018808,7:45076869
rs2511653-<b>T</b>,"2 x 10-11",,NR,'-,"0.0912 unit decrease",[0.065-0.118],"LINC00536, EIF3H","Colorectal cancer","colorectal cancer",'-,GCST90018808,8:116609353
rs6983267-<b>T</b>,"2 x 10-35",,NR,'-,"0.1552 unit decrease",[0.13-0.18],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST90018808,8:127401060
rs10811654-<b>G</b>,"2 x 10-9",,NR,'-,"0.0736 unit decrease",[0.05-0.098],CDKN2B-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90018808,9:22092925
rs10971921-<b>A</b>,"4 x 10-9",,NR,'-,"0.0856 unit increase",[0.057-0.114],DCAF12,"Colorectal cancer","colorectal cancer",'-,GCST90018808,9:34111004
rs12241008-<b>C</b>,"2 x 10-13",,NR,'-,"0.1183 unit increase",[0.087-0.15],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST90018808,10:112520943
rs704017-<b>G</b>,"2 x 10-12",,NR,'-,"0.0887 unit increase",[0.064-0.113],ZMIZ1-AS1,"Colorectal cancer","colorectal cancer",'-,GCST90018808,10:79059375
rs72777082-<b>A</b>,"7 x 10-23",,NR,'-,"0.1257 unit decrease",[0.1-0.15],"LINC02676, RNA5SP299","Colorectal cancer","colorectal cancer",'-,GCST90018808,10:8696322
rs184201123-<b>T</b>,"7 x 10-9",,NR,'-,"0.3149 unit increase",[0.21-0.42],"ARHGAP42-AS1, PPIAP43","Colorectal cancer","colorectal cancer",'-,GCST90018808,11:100674103
rs7130173-<b>C</b>,"1 x 10-12",,NR,'-,"0.0931 unit decrease",[0.067-0.119],C11orf53,"Colorectal cancer","colorectal cancer",'-,GCST90018808,11:111283347
rs10832544-<b>G</b>,"5 x 10-8",,NR,'-,"0.0681 unit increase",[0.044-0.092],SOX6,"Colorectal cancer","colorectal cancer",'-,GCST90018808,11:15997191
rs11066132-<b>T</b>,"6 x 10-14",,NR,'-,"0.1585 unit decrease",[0.12-0.2],NAA25,"Colorectal cancer","colorectal cancer",'-,GCST90018808,12:112030402
rs12822620-<b>T</b>,"3 x 10-12",,NR,'-,"0.1137 unit increase",[0.082-0.146],"CCND2, CCND2-AS1","Colorectal cancer","colorectal cancer",'-,GCST90018808,12:4270665
rs11108173-<b>G</b>,"4 x 10-8",,NR,'-,"0.0741 unit decrease",[0.048-0.101],PGAM1P5,"Colorectal cancer","colorectal cancer",'-,GCST90018808,12:95656975
rs8001158-<b>G</b>,"3 x 10-10",,NR,'-,"0.1274 unit increase",[0.088-0.167],COL4A2,"Colorectal cancer","colorectal cancer",'-,GCST90018808,13:110423311
rs8022952-<b>T</b>,"1 x 10-9",,NR,'-,"0.0798 unit increase",[0.054-0.106],PYGL,"Colorectal cancer","colorectal cancer",'-,GCST90018808,14:50927762
rs79207432-<b>C</b>,"6 x 10-14",,NR,'-,"0.1686 unit increase",[0.12-0.21],GREM1,"Colorectal cancer","colorectal cancer",'-,GCST90018808,15:32719496
rs2439411-<b>A</b>,"7 x 10-9",,NR,'-,"0.1036 unit increase",[0.069-0.139],"SMAD6, LINC01169","Colorectal cancer","colorectal cancer",'-,GCST90018808,15:66691644
rs1078643-<b>A</b>,"1 x 10-9",,NR,'-,"0.089 unit increase",[0.06-0.118],"TMEM220-AS1, TMEM238L","Colorectal cancer","colorectal cancer",'-,GCST90018808,17:10803924
rs76409885-<b>T</b>,"2 x 10-10",,NR,'-,"0.0867 unit increase",[0.06-0.113],"METRNL, RPL23AP87","Colorectal cancer","colorectal cancer",'-,GCST90018808,17:83107711
rs11874392-<b>T</b>,"6 x 10-36",,NR,'-,"0.1573 unit decrease",[0.13-0.18],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST90018808,18:48926786
rs28570619-<b>A</b>,"5 x 10-9",,NR,'-,"0.1626 unit decrease",[0.11-0.22],RHPN2,"Colorectal cancer","colorectal cancer",'-,GCST90018808,19:33026246
rs6066825-<b>G</b>,"3 x 10-13",,NR,'-,"0.0943 unit decrease",[0.069-0.12],PREX1,"Colorectal cancer","colorectal cancer",'-,GCST90018808,20:48723580
rs1810501-<b>C</b>,"3 x 10-9",,NR,'-,"0.074 unit decrease",[0.049-0.099],"RN7SL636P, COX6CP2","Colorectal cancer","colorectal cancer",'-,GCST90018808,20:50440997
rs2427313-<b>A</b>,"1 x 10-9",,NR,'-,"0.1003 unit decrease",[0.068-0.133],CABLES2,"Colorectal cancer","colorectal cancer",'-,GCST90018808,20:62395619
rs6085661-<b>T</b>,"5 x 10-11",,NR,'-,"0.09 unit increase",[0.063-0.117],"CASC20, LINC01713","Colorectal cancer","colorectal cancer",'-,GCST90018808,20:6712481
rs6086194-<b>C</b>,"6 x 10-14",,NR,'-,"0.1035 unit increase",[0.076-0.131],"HAO1, RN7SL547P","Colorectal cancer","colorectal cancer",'-,GCST90018808,20:7768744
rs2732875-<b>G</b>,"3 x 10-11",,NR,'-,"0.0728 unit decrease",[0.051-0.094],SHROOM2,"Colorectal cancer","colorectal cancer",'-,GCST90018808,X:9795858
rs4546885-<b>C</b>,"3 x 10-9",,NR,'-,"0.0728 unit decrease",[0.049-0.097],LAMC1,"Colorectal cancer","colorectal cancer",'-,GCST90018808,1:183056420
rs12025420-<b>A</b>,"3 x 10-14",,NR,'-,"0.1069 unit increase",[0.079-0.135],"LINC02474, LINC02257","Colorectal cancer","colorectal cancer",'-,GCST90018808,1:221975001
rs57064586-<b>C</b>,"3 x 10-10",,NR,'-,"0.0965 unit decrease",[0.067-0.126],SLCO2A1,"Colorectal cancer","colorectal cancer",'-,GCST90018808,3:134026952
rs2853672-<b>A</b>,"5 x 10-12",,NR,'-,"0.0865 unit increase",[0.062-0.111],TERT,"Colorectal cancer","colorectal cancer",'-,GCST90018808,5:1292868
rs11926701-<b>A</b>,"9 x 10-9",,0.01104,6.703,'-,[3.42-13.13],SMCO1,"Colorectal cancer","colorectal cancer",'-,GCST90105079,3:196509530
