"","VariantID","DISEASE/TRAIT","MAPPED_GENE","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","MAPPED_TRAIT","EnsVar_most_severe_consequence","Parent term","monogenic_searched_resource","monogenic_disease_name"
"1741","rs142608957","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1742","rs148405563","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1743","rs149889416","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1744","rs1558558976","Serum alkaline phosphatase levels","ALPL","frameshift_variant",0,"NR","alkaline phosphatase measurement","frameshift_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1745","rs199665722","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1746","rs371243939","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1747","rs746273959","Serum alkaline phosphatase levels","ALPL","stop_gained",0,"NR","alkaline phosphatase measurement","stop_gained","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1748","rs749544042","Serum alkaline phosphatase levels","ALPL","splice_donor_variant",0,"NR","alkaline phosphatase measurement","splice_donor_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1749","rs753338851","Serum alkaline phosphatase levels","ALPL","inframe_deletion",0,"NR","alkaline phosphatase measurement","inframe_deletion","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1750","rs755529290","Serum alkaline phosphatase levels","ALPL","stop_gained",0,"NR","alkaline phosphatase measurement","stop_gained","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1751","rs758734017","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1752","rs759125473","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1753","rs765011829","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1754","rs765149569","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1755","rs769948289","Serum alkaline phosphatase levels","ALPL","frameshift_variant",0,"NR","alkaline phosphatase measurement","frameshift_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1756","rs777699004","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1757","rs139971481","Serum alkaline phosphatase levels","PKD1","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1758","rs121918010","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"0.003283","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1759","rs13337626","Serum alkaline phosphatase levels","TSC2","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Tuberosclerosis 2"
"1760","rs114507999","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1761","rs1256349","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1762","rs17421553","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1763","rs3200254","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1764","rs61778369","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1765","rs6656120","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1766","rs72766653","Serum alkaline phosphatase levels","PKD1","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 1 (PKD1)"
"1767","rs75059470","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1768","rs75394487","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1769","rs76420240","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1770","rs80320018","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1771","rs975000","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1772","rs2728106","Serum alkaline phosphatase levels","PKD2","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 2 (PKD2)"
"1773","rs11463187","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"0.212","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1774","rs115257434","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"0.023","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1775","rs121918007","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"6.0E-4","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1776","rs121918007","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1777","rs121918007","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1778","rs121918019","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"9.0E-5","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1779","rs121918019","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1780","rs121918019","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1781","rs138587317","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"0.0012","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1782","rs138587317","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1783","rs138587317","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1784","rs149344982","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"0.015","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1785","rs149344982","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1786","rs149344982","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"NR","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1787","rs1697405","Serum alkaline phosphatase levels","ALPL","3_prime_UTR_variant",0,"0.405","alkaline phosphatase measurement","3_prime_UTR_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1788","rs1780329","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"0.165","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1789","rs773257111","Serum alkaline phosphatase levels","ALPL","missense_variant",0,"1.0E-4","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1790","rs4654971","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"0.997","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1791","rs1256330","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"0.31","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1792","rs2728102","Serum alkaline phosphatase levels","PKD2","intron_variant",0,"0.86","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 2 (PKD2)"
"1793","rs55708111","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1794","rs74614333","Serum alkaline phosphatase levels","ALPL","intron_variant",0,"NR","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1795","rs10031265","Serum creatinine levels","PKD2","intron_variant",0,"NR","creatinine measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Polycystic kidney disease type 2 (PKD2)"
"1796","rs3836523","Serum creatinine levels","ATXN7","intron_variant",0,"NR","creatinine measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Spinocerebellar ataxia 7 (SCA7)"
"1797","rs1801133","Serum folate levels","MTHFR","missense_variant",0,"NR","folic acid measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Homocystinuria"
"1798","rs1801133","Serum folate levels","MTHFR","missense_variant",0,"NR","folic acid measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Homocystinuria"
"1799","rs6458","Serum levels of protein C4A;C4B","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1800","rs6458","Serum levels of protein C4A;C4B","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1801","rs6447","Serum levels of protein C4A;C4B","CYP21A2","3_prime_UTR_variant",0,"0.01467","blood protein measurement","3_prime_UTR_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1802","rs6447","Serum levels of protein C4A;C4B","CYP21A2","3_prime_UTR_variant",0,"0.01467","blood protein measurement","3_prime_UTR_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1803","rs6458","Serum levels of protein CMPK1","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1804","rs6458","Serum levels of protein CMPK1","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1805","rs2303731","Serum levels of protein EID3","MAN2B1","intron_variant",0,"0.3488","blood protein measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Mannosidosis Alpha"
"1806","rs6458","Serum levels of protein ERP29","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1807","rs6458","Serum levels of protein ERP29","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1808","rs11555096","Serum levels of protein FAH","FAH","missense_variant",0,"0.01909","blood protein measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Tyrosinaemia type 1"
"1809","rs291444","Serum levels of protein HIBCH","HIBCH","intron_variant",0,"0.3946","blood protein measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Methacrylic Aciduria, deficiency of beta-hydroxyisobutyryl-CoA deacylase"
"1810","rs6458","Serum levels of protein ISG15","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1811","rs6458","Serum levels of protein ISG15","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1812","rs1050239","Serum levels of protein SMPD1","SMPD1","missense_variant",0,"0.2961","blood protein measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Niemann-Pick disease"
"1813","rs6458","Serum levels of protein TMEM52B","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1814","rs6458","Serum levels of protein TMEM52B","CYP21A2","non_coding_transcript_exon_variant",0,"0.119","blood protein measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Congenital adrenal hyperplasia (CAH)"
"1815","rs1722383","Serum metabolite levels","PAH","non_coding_transcript_exon_variant",0,"NR","serum metabolite measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Phenylketonuria"
"1816","rs1722383","Serum metabolite levels (CMS)","PAH","non_coding_transcript_exon_variant",0,"NR","serum metabolite measurement","non_coding_transcript_exon_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Phenylketonuria"
"1817","rs11066301","Serum phosphate levels","PTPN11","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
"1818","rs1057521085","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1819","rs121918002","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1820","rs121918002","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1821","rs371243939","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1822","rs755529290","Serum phosphate levels","ALPL","stop_gained",0,"NR","blood phosphate measurement","stop_gained","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1823","rs758734017","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1824","rs765011829","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1825","rs114507999","Serum phosphate levels","ALPL","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1826","rs3200254","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1827","rs61778369","Serum phosphate levels","ALPL","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1828","rs76420240","Serum phosphate levels","ALPL","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1829","rs80320018","Serum phosphate levels","ALPL","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1830","rs975000","Serum phosphate levels","ALPL","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1831","rs1697407","Serum phosphate levels","ALPL","intron_variant",0,"NR","blood phosphate measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1832","rs121918019","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1833","rs121918019","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1834","rs149344982","Serum phosphate levels","ALPL","missense_variant",0,"NR","blood phosphate measurement","missense_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","HYPOPHOSPHATASIA"
"1835","rs11066301","Serum total protein level","PTPN11","intron_variant",0,"NR","blood protein measurement","intron_variant","Other measurement","https://www.preimplantationgeneticdiagnosis.eu/pgd/monogenic-diseases-that-can-be-diagnosed-by-pgd.aspx","Noonan sindrome"
