"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs4841132-<b>G</b>,"2 x 10-12",(AA),NR,'-,'-,'-,"RNU6-526P, RNU6-1151P","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:9326086
rs287-<b>G</b>,"7 x 10-12",(AA),NR,'-,'-,'-,LPL,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:19958045
rs6073958-<b>C</b>,"9 x 10-10",(AA),NR,'-,'-,'-,"PCIF1, PLTP","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,20:45923216
rs2043082-<b>A</b>,"1 x 10-8",(AA),NR,'-,'-,'-,ALDH1A2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,15:58382109
rs34621310-<b>T</b>,"4 x 10-8",(AA),NR,'-,'-,'-,CDH16,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:66910277
rs4470970-<b>G</b>,"5 x 10-8",(AA),NR,'-,'-,'-,"SEMA3C, CD36","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:80715045
rs4418728-<b>T</b>,"4 x 10-6",(AA),NR,'-,'-,'-,"CYP26A1, NIP7P1","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,10:93079967
rs174566-<b>G</b>,"5 x 10-6",(AA),NR,'-,'-,'-,"FADS1, FADS2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:61824890
rs2043082-<b>A</b>,"3 x 10-97",(Asian),NR,'-,'-,'-,ALDH1A2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,15:58382109
rs2575876-<b>A</b>,"2 x 10-74",(Asian),NR,'-,'-,'-,ABCA1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,9:104903458
rs287-<b>G</b>,"3 x 10-69",(Asian),NR,'-,'-,'-,LPL,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:19958045
rs2156552-<b>T</b>,"1 x 10-26",(Asian),NR,'-,'-,'-,"SMUG1P1, ACAA2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,18:49655298
rs57276302-<b>A</b>,"1 x 10-24",(Asian),NR,'-,'-,'-,SCARB1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:124879441
rs255056-<b>C</b>,"3 x 10-23",(Asian),NR,'-,'-,'-,"DPEP3, DPEP2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:67982282
rs9989419-<b>G</b>,"4 x 10-20",(Asian),NR,'-,'-,'-,"HERPUD1, CETP","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:56951227
rs2925979-<b>C</b>,"5 x 10-14",(Asian),NR,'-,'-,'-,CMIP,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:81501185
rs2737216-<b>T</b>,"2 x 10-13",(Asian),NR,'-,'-,'-,TRPS1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:115617852
rs7298909-<b>T</b>,"3 x 10-13",(Asian),NR,'-,'-,'-,SBNO1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:123346392
rs7445-<b>T</b>,"5 x 10-11",(Asian),NR,'-,'-,'-,UBE2L3,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,22:21622758
rs1806895-<b>C</b>,"6 x 10-11",(Asian),NR,'-,'-,'-,DGAT2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:75762670
rs4847240-<b>G</b>,"5 x 10-10",(Asian),NR,'-,'-,'-,DR1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:93352389
rs10127775-<b>T</b>,"9 x 10-10",(Asian),NR,'-,'-,'-,GALNT2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:230160042
rs4841132-<b>G</b>,"6 x 10-9",(Asian),NR,'-,'-,'-,"RNU6-526P, RNU6-1151P","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:9326086
rs10769254-<b>C</b>,"2 x 10-8",(Asian),NR,'-,'-,'-,MYBPC3,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:47340914
rs6461354-<b>T</b>,"4 x 10-8",(Asian),NR,'-,'-,'-,SNX13,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:17874977
rs235314-<b>T</b>,"8 x 10-8",(Asian),NR,'-,'-,'-,PTTG1IP,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,21:44851537
rs7096937-<b>C</b>,"1 x 10-7",(Asian),NR,'-,'-,'-,GPAM,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,10:112190660
rs10744826-<b>G</b>,"2 x 10-7",(Asian),NR,'-,'-,'-,UBE3B,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:109527707
rs4660303-<b>A</b>,"3 x 10-7",(Asian),NR,'-,'-,'-,"PABPC4, HEYL","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:39594801
rs6073958-<b>C</b>,"1 x 10-6",(Asian),NR,'-,'-,'-,"PCIF1, PLTP","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,20:45923216
rs1800961-<b>T</b>,"1 x 10-6",(Asian),NR,'-,'-,'-,HNF4A,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,20:44413724
rs465002-<b>T</b>,"1 x 10-6",(Asian),NR,'-,'-,'-,C5orf67,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,5:56512648
rs4418728-<b>T</b>,"4 x 10-6",(Asian),NR,'-,'-,'-,"CYP26A1, NIP7P1","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,10:93079967
rs79624003-<b>G</b>,"8 x 10-6",(Asian),NR,'-,'-,'-,MLXIPL,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:73598455
rs2642438-<b>G</b>,"9 x 10-6",(Asian),NR,'-,'-,'-,MTARC1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:220796686
rs9989419-<b>G</b>,"4 x 10-23",(Hispanic),NR,'-,'-,'-,"HERPUD1, CETP","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:56951227
rs4841132-<b>G</b>,"9 x 10-23",(Hispanic),NR,'-,'-,'-,"RNU6-526P, RNU6-1151P","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:9326086
rs1800961-<b>T</b>,"9 x 10-17",(Hispanic),NR,'-,'-,'-,HNF4A,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,20:44413724
rs287-<b>G</b>,"1 x 10-16",(Hispanic),NR,'-,'-,'-,LPL,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:19958045
rs2043082-<b>A</b>,"6 x 10-14",(Hispanic),NR,'-,'-,'-,ALDH1A2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,15:58382109
rs255056-<b>C</b>,"1 x 10-10",(Hispanic),NR,'-,'-,'-,"DPEP3, DPEP2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:67982282
rs2575876-<b>A</b>,"3 x 10-7",(Hispanic),NR,'-,'-,'-,ABCA1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,9:104903458
rs174566-<b>G</b>,"2 x 10-6",(Hispanic),NR,'-,'-,'-,"FADS1, FADS2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:61824890
rs9989419-<b>G</b>,"6 x 10-299",,NR,'-,'-,'-,"HERPUD1, CETP","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:56951227
rs287-<b>G</b>,"6 x 10-299",,NR,'-,'-,'-,LPL,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:19958045
rs2043082-<b>A</b>,"3 x 10-294",,NR,'-,'-,'-,ALDH1A2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,15:58382109
rs2575876-<b>A</b>,"9 x 10-154",,NR,'-,'-,'-,ABCA1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,9:104903458
rs2156552-<b>T</b>,"6 x 10-106",,NR,'-,'-,'-,"SMUG1P1, ACAA2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,18:49655298
rs4841132-<b>G</b>,"8 x 10-106",,NR,'-,'-,'-,"RNU6-526P, RNU6-1151P","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:9326086
rs255056-<b>C</b>,"5 x 10-81",,NR,'-,'-,'-,"DPEP3, DPEP2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:67982282
rs1800961-<b>T</b>,"5 x 10-64",,NR,'-,'-,'-,HNF4A,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,20:44413724
rs10127775-<b>T</b>,"1 x 10-58",,NR,'-,'-,'-,GALNT2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:230160042
rs6073958-<b>C</b>,"8 x 10-56",,NR,'-,'-,'-,"PCIF1, PLTP","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,20:45923216
rs367070-<b>G</b>,"4 x 10-55",,NR,'-,'-,'-,"LILRA5, MIR4752","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,19:54296648
rs4470970-<b>G</b>,"6 x 10-51",,NR,'-,'-,'-,"SEMA3C, CD36","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:80715045
rs57276302-<b>A</b>,"7 x 10-44",,NR,'-,'-,'-,SCARB1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:124879441
rs174566-<b>G</b>,"7 x 10-42",,NR,'-,'-,'-,"FADS1, FADS2","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:61824890
rs1215112-<b>A</b>,"4 x 10-41",,NR,'-,'-,'-,TTC39B,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,9:15303585
rs2954021-<b>G</b>,"5 x 10-39",,NR,'-,'-,'-,"LINC00861, TRIB1","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:125469835
rs2925979-<b>C</b>,"8 x 10-39",,NR,'-,'-,'-,CMIP,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,16:81501185
rs112259268-<b>A</b>,"9 x 10-34",,NR,'-,'-,'-,"MPP3, CFAP97D1","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,17:43797377
rs13135092-<b>G</b>,"2 x 10-33",,NR,'-,'-,'-,SLC39A8,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,4:102276925
rs150844304-<b>C</b>,"3 x 10-33",,NR,'-,'-,'-,TP53BP1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,15:43434427
rs11762784-<b>A</b>,"6 x 10-32",,NR,'-,'-,'-,"KLF14, H4P1","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:130739885
rs2737216-<b>T</b>,"2 x 10-31",,NR,'-,'-,'-,TRPS1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:115617852
rs509728-<b>C</b>,"4 x 10-30",,NR,'-,'-,'-,"BUD13, LINC02702","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:116662450
rs116843064-<b>A</b>,"8 x 10-30",,NR,'-,'-,'-,ANGPTL4,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,19:8364439
rs7298909-<b>T</b>,"2 x 10-29",,NR,'-,'-,'-,SBNO1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:123346392
rs10769254-<b>C</b>,"4 x 10-29",,NR,'-,'-,'-,MYBPC3,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:47340914
rs6461354-<b>T</b>,"1 x 10-28",,NR,'-,'-,'-,SNX13,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:17874977
rs7528419-<b>G</b>,"4 x 10-28",,NR,'-,'-,'-,CELSR2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:109274570
rs4847240-<b>G</b>,"4 x 10-28",,NR,'-,'-,'-,DR1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:93352389
rs8071884-<b>G</b>,"6 x 10-28",,NR,'-,'-,'-,PGS1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,17:78401977
rs2972143-<b>G</b>,"6 x 10-28",,NR,'-,'-,'-,"NYAP2, MIR5702","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,2:226251649
rs881844-<b>G</b>,"8 x 10-28",,NR,'-,'-,'-,STARD3,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,17:39653965
rs7096937-<b>C</b>,"3 x 10-27",,NR,'-,'-,'-,GPAM,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,10:112190660
rs79624003-<b>G</b>,"1 x 10-25",,NR,'-,'-,'-,MLXIPL,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:73598455
rs10744826-<b>G</b>,"1 x 10-24",,NR,'-,'-,'-,UBE3B,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:109527707
rs7445-<b>T</b>,"1 x 10-24",,NR,'-,'-,'-,UBE2L3,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,22:21622758
rs4660303-<b>A</b>,"4 x 10-24",,NR,'-,'-,'-,"PABPC4, HEYL","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:39594801
rs465002-<b>T</b>,"1 x 10-22",,NR,'-,'-,'-,C5orf67,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,5:56512648
rs11967262-<b>G</b>,"2 x 10-22",,NR,'-,'-,'-,"VEGFA, LINC02537","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,6:43792590
rs1128249-<b>T</b>,"5 x 10-22",,NR,'-,'-,'-,COBLL1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,2:164672114
rs1806895-<b>C</b>,"3 x 10-21",,NR,'-,'-,'-,DGAT2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:75762670
rs17451107-<b>C</b>,"9 x 10-20",,NR,'-,'-,'-,"LEKR1, LINC00880","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,3:157079820
rs45490496-<b>T</b>,"3 x 10-19",,NR,'-,'-,'-,"LINC00638, ZBTB42","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,14:104806341
rs540730-<b>C</b>,"7 x 10-19",,NR,'-,'-,'-,R3HDM2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,12:57413331
rs1689788-<b>C</b>,"1 x 10-18",,NR,'-,'-,'-,LINC01344,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:182175287
rs114165349-<b>C</b>,"2 x 10-18",,NR,'-,'-,'-,ARID1A,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:26695422
rs2642438-<b>G</b>,"8 x 10-18",,NR,'-,'-,'-,MTARC1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:220796686
rs2013208-<b>T</b>,"3 x 10-17",,NR,'-,'-,'-,"RBM5, RBM6","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,3:50091966
rs28487964-<b>A</b>,"1 x 10-16",,NR,'-,'-,'-,CTDSPL2,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,15:44492177
rs4418728-<b>T</b>,"1 x 10-16",,NR,'-,'-,'-,"CYP26A1, NIP7P1","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,10:93079967
rs11230661-<b>A</b>,"1 x 10-16",,NR,'-,'-,'-,OR4P1P,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:55683837
rs235314-<b>T</b>,"3 x 10-16",,NR,'-,'-,'-,PTTG1IP,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,21:44851537
rs2908522-<b>G</b>,"4 x 10-16",,NR,'-,'-,'-,LINC01625,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,6:139514262
rs1047891-<b>A</b>,"5 x 10-16",,NR,'-,'-,'-,CPS1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,2:210675783
rs56960668-<b>A</b>,"7 x 10-16",,NR,'-,'-,'-,"GPIHBP1, ZFP41","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:143218568
rs28873836-<b>C</b>,"8 x 10-16",,NR,'-,'-,'-,"FPR3, ZNF577","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,19:51811402
rs836546-<b>A</b>,"4 x 10-15",,NR,'-,'-,'-,DAGLB,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,7:6440037
rs10955992-<b>C</b>,"2 x 10-14",,NR,'-,'-,'-,SNTB1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,8:120860224
rs1154988-<b>A</b>,"3 x 10-14",,NR,'-,'-,'-,"MSL2, PCCB","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,3:136206349
rs12753251-<b>A</b>,"2 x 10-13",,NR,'-,'-,'-,"C1orf220, RNA5SP69","HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,1:178560763
rs80080062-<b>G</b>,"1 x 10-12",,NR,'-,'-,'-,ETV5,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,3:186094380
rs190528931-<b>A</b>,"5 x 10-12",,NR,'-,'-,'-,MACROD1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,11:64143801
rs60695258-<b>T</b>,"1 x 10-11",,NR,'-,'-,'-,AFF1,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,4:87101557
chr12:7725904-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,'-,"HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","alcohol consumption measurement, high density lipoprotein cholesterol measurement",'-,GCST008075,"Mapping not available"
