"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs10800309-<b>?</b>,"6 x 10-37",(EA),NR,'-,'-,'-,FCGR2A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:161502368
rs7608910-<b>G</b>,"3 x 10-36",(EA),0.3909,1.1347865,'-,[1.12-1.15],PUS10,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:60977721
rs6426833-<b>A</b>,"3 x 10-36",(EA),0.54,1.1322339,'-,'-,"RNF186, OTUD3","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:19845367
rs1801274-<b>A</b>,"9 x 10-36",(EA),0.5,1.1334659,'-,'-,FCGR2A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:161509955
rs7848647-<b>?</b>,"3 x 10-35",(EA),NR,'-,'-,'-,"DELEC1, TNFSF15","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,9:114806766
rs6062496-<b>?</b>,"2 x 10-33",(EA),NR,'-,'-,'-,"RTEL1-TNFRSF6B, TNFRSF6B","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,20:63697746
rs6556412-<b>A</b>,"1 x 10-32",(EA),0.326,1.1336317,'-,[1.11-1.15],"IL12B, LINC01845","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:159360377
rs11229555-<b>C</b>,"5 x 10-12",(EA),0.75,1.0819354,'-,'-,GLYAT,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,11:58641214
rs6740462-<b>A</b>,"6 x 10-12",(EA),0.74,1.0832434,'-,'-,"SPRED2, DNAJB12P1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:65440138
rs259964-<b>A</b>,"7 x 10-12",(EA),0.4586,1.0697858,'-,[1.05-1.09],ZNF831,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,20:59249254
rs2153283-<b>?</b>,"2 x 10-11",(EA),NR,'-,'-,'-,IPMK,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:58212538
rs2050392-<b>?</b>,"2 x 10-11",(EA),NR,'-,'-,'-,"NIFKP1, CCND3P1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:30402574
rs2297559-<b>?</b>,"2 x 10-11",(EA),NR,'-,'-,'-,ITLN1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:160884736
rs17119-<b>A</b>,"2 x 10-11",(EA),0.81,1.0868671,'-,'-,"RNU6-793P, PPIAP9","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:14719265
rs2538470-<b>A</b>,"3 x 10-11",(EA),0.3622,1.0698943,'-,[1.05-1.09],"RN7SL72P, RPL32P17","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,7:148523356
rs17780256-<b>A</b>,"3 x 10-11",(EA),0.81,1.0870057,'-,'-,SLC39A11,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,17:72646784
rs12103-<b>A</b>,"3 x 10-11",(EA),0.1834,1.0906081,'-,[1.06-1.12],INTS11,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:1312114
rs12585310-<b>?</b>,"5 x 10-11",(EA),NR,'-,'-,'-,"FGFR1OP2P1, RPS21P8","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,13:26954210
rs913678-<b>A</b>,"5 x 10-11",(EA),0.67,1.0716122,'-,'-,"LINC01271, RN7SL636P","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,20:50338887
rs4703855-<b>G</b>,"7 x 10-11",(EA),0.7,1.0736468,'-,'-,"YBX1P5, PTCD2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:72398072
rs11708026-<b>?</b>,"8 x 10-11",(EA),NR,'-,'-,'-,SATB1-AS1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,3:18700310
rs6074022-<b>G</b>,"8 x 10-11",(EA),0.2503,1.0770855,'-,[1.05-1.1],"CD40, RPL13P2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,20:46111557
rs13126505-<b>A</b>,"1 x 10-10",(EA),0.06306,1.1371485,'-,[1.1-1.18],BANK1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,4:101944147
rs7240004-<b>A</b>,"1 x 10-10",(EA),0.62,1.068784,'-,'-,"CTIF, SMAD7","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,18:48868651
rs6716753-<b>G</b>,"1 x 10-10",(EA),0.1896,1.0847341,'-,[1.06-1.11],SP140,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:230232414
rs34920465-<b>?</b>,"1 x 10-10",(EA),NR,'-,'-,'-,"PPIAP34, ZBTB40","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:22373858
rs423674-<b>C</b>,"2 x 10-10",(EA),0.8,1.0876718,'-,'-,RMI2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,16:11279548
rs11187157-<b>?</b>,"2 x 10-10",(EA),NR,'-,'-,'-,"EXOC6, Y_RNA","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:92742487
rs7556897-<b>A</b>,"2 x 10-10",(EA),0.66,1.0683979,'-,'-,"SNRPGP8, CCL20","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:227795396
rs71559680-<b>G</b>,"2 x 10-10",(EA),0.53,1.0647465,'-,'-,LINC00581,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:21430497
rs2688608-<b>?</b>,"3 x 10-10",(EA),NR,'-,'-,'-,"PLAU, CAMK2G","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:73898591
rs1990760-<b>?</b>,"4 x 10-10",(EA),NR,'-,'-,'-,IFIH1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:162267541
rs1363907-<b>A</b>,"5 x 10-15",(EA),0.4212,1.084916,'-,[1.06-1.11],ERAP2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:96917099
rs6933404-<b>?</b>,"6 x 10-15",(EA),NR,'-,'-,'-,"BTF3L4P3, LINC02539","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:137638098
rs2395022-<b>?</b>,"9 x 10-15",(EA),NR,'-,'-,'-,"SMURF1, KPNA7","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,7:99152756
rs1260326-<b>A</b>,"1 x 10-14",(EA),0.4059,1.080162,'-,[1.06-1.1],GCKR,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:27508073
rs11641184-<b>A</b>,"1 x 10-14",(EA),0.4762,1.0803548,'-,[1.06-1.1],LITAF,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,16:11610795
rs17694108-<b>A</b>,"1 x 10-14",(EA),0.2797,1.089548,'-,[1.07-1.11],"SLC7A10, CEBPA","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,19:33240645
rs6920220-<b>A</b>,"1 x 10-14",(EA),0.2086,1.0993968,'-,[1.08-1.12],"BTF3L4P3, LINC02539","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:137685367
rs11230563-<b>G</b>,"2 x 10-14",(EA),0.65,1.0845813,'-,'-,CD6,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,11:61008737
rs449454-<b>?</b>,"2 x 10-14",(EA),NR,'-,'-,'-,NDFIP1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:142153497
rs3776414-<b>?</b>,"3 x 10-14",(EA),NR,'-,'-,'-,DAP,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:10689450
rs12718244-<b>A</b>,"3 x 10-14",(EA),0.4081,1.079147,'-,[1.06-1.1],SPATA48,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,7:50136058
rs1517352-<b>C</b>,"4 x 10-14",(EA),0.6,1.0809946,'-,'-,STAT4,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:191066738
rs6708413-<b>G</b>,"9 x 10-14",(EA),0.2376,1.0917488,'-,[1.07-1.11],IL18RAP,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:102446909
rs516246-<b>A</b>,"1 x 10-13",(EA),0.4652,1.0784879,'-,[1.06-1.1],FUT2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,19:48702915
rs2328546-<b>?</b>,"1 x 10-13",(EA),NR,'-,'-,'-,CDKAL1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:20657114
rs7657746-<b>A</b>,"2 x 10-13",(EA),0.76,1.0907376,'-,'-,KIAA1109,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,4:122240464
rs2266961-<b>?</b>,"3 x 10-13",(EA),NR,'-,'-,'-,UBE2L3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,22:21574308
rs559928-<b>G</b>,"3 x 10-13",(EA),0.81,1.098986,'-,'-,"LINC02723, RPS6KA4","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,11:64382898
rs1456896-<b>A</b>,"3 x 10-13",(EA),0.69,1.0815443,'-,'-,"IKZF1, SPATA48","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,7:50264865
rs9557207-<b>?</b>,"4 x 10-13",(EA),NR,'-,'-,'-,UBAC2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,13:99384164
rs941823-<b>G</b>,"6 x 10-13",(EA),0.75,1.0865605,'-,'-,LINC00598,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,13:40439840
rs3742130-<b>G</b>,"9 x 10-13",(EA),0.78,1.0902634,'-,'-,"GPR18, UBAC2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,13:99255087
rs1292053-<b>G</b>,"1 x 10-12",(EA),0.442,1.0726192,'-,[1.05-1.09],TUBD1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,17:59886176
rs4976646-<b>G</b>,"3 x 10-12",(EA),0.3415,1.0757427,'-,[1.06-1.1],RGS14,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:177361569
rs12722515-<b>C</b>,"5 x 10-12",(EA),0.84,1.1039582,'-,'-,IL2RA,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:6039267
rs2816958-<b>G</b>,"4 x 10-10",(EA),0.89,1.1040689,'-,'-,NR5A2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:200132792
rs314313-<b>G</b>,"4 x 10-10",(EA),0.3043,1.0688285,'-,[1.05-1.09],EPHB4,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,7:100825743
rs13204742-<b>A</b>,"5 x 10-10",(EA),0.1267,1.0959492,'-,[1.07-1.12],"PTPRK, THEMIS","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:127924620
rs1847472-<b>C</b>,"7 x 10-10",(EA),0.66,1.0695955,'-,'-,BACH2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:90263440
rs3853824-<b>G</b>,"8 x 10-10",(EA),0.64,1.0661255,'-,'-,C17orf67,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,17:56803632
rs254560-<b>A</b>,"9 x 10-10",(EA),0.4024,1.0634166,'-,[1.04-1.08],C5orf66,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:135107916
rs6651252-<b>A</b>,"9 x 10-10",(EA),0.87,1.095103,'-,'-,LINC00824,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,8:128554935
rs1182188-<b>A</b>,"1 x 10-9",(EA),0.7,1.068123,'-,'-,GNA12,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,7:2830351
rs3184504-<b>?</b>,"1 x 10-9",(EA),NR,'-,'-,'-,"ATXN2, SH2B3","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,12:111446804
rs561722-<b>G</b>,"2 x 10-9",(EA),0.66,1.0666672,'-,'-,"NXPE2P1, NXPE1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,11:114516108
rs17207042-<b>?</b>,"2 x 10-9",(EA),NR,'-,'-,'-,CD226,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,18:69870115
rs11681525-<b>G</b>,"2 x 10-9",(EA),0.91,1.1134332,'-,'-,TEX41,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:144734815
rs7555082-<b>A</b>,"3 x 10-9",(EA),0.1069,1.1006883,'-,[1.07-1.13],"PTPRC, ATP6V1G3","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:198629533
rs1535-<b>?</b>,"3 x 10-9",(EA),NR,'-,'-,'-,FADS2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,11:61830500
rs915286-<b>A</b>,"3 x 10-9",(EA),0.55,1.0604076,'-,'-,LINC00598,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,13:40121855
rs1569328-<b>G</b>,"3 x 10-9",(EA),0.83,1.0843407,'-,'-,"U2, FOS","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,14:75275048
rs4743820-<b>A</b>,"4 x 10-9",(EA),0.7,1.0660416,'-,'-,LINC00484,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,9:91166134
rs17061048-<b>A</b>,"5 x 10-9",(EA),0.95,1.1451334,'-,'-,LINC00598,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,13:40258875
rs2284553-<b>G</b>,"5 x 10-9",(EA),0.59,1.061271,'-,'-,IFNGR2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,21:33404389
rs7773324-<b>A</b>,"6 x 10-9",(EA),0.6,1.0637687,'-,'-,"DUSP22, IRF4","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:382559
rs9358372-<b>G</b>,"6 x 10-9",(EA),0.3668,1.0623451,'-,[1.04-1.08],CDKAL1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:20812357
rs2274351-<b>?</b>,"7 x 10-9",(EA),NR,'-,'-,'-,SUFU,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:102504350
rs10051722-<b>A</b>,"9 x 10-9",(EA),0.7,1.0635655,'-,'-,'-,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:130768383
rs34856868-<b>G</b>,"1 x 10-8",(EA),0.97,1.2156452,'-,'-,BTBD8,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,1:92088726
rs10142466-<b>?</b>,"1 x 10-8",(EA),NR,'-,'-,'-,"ZFP36L1, MAGOH3P","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,14:68805067
rs1505992-<b>A</b>,"7 x 10-32",(EA),0.68,1.1339794,'-,'-,TTC33,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:40498475
rs17800987-<b>?</b>,"2 x 10-31",(EA),NR,'-,'-,'-,ZNF300P1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:150943866
rs1297258-<b>?</b>,"5 x 10-30",(EA),NR,'-,'-,'-,CYCSP42,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,21:15434390
rs8127691-<b>?</b>,"9 x 10-30",(EA),NR,'-,'-,'-,GATD3A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,21:44194977
rs2847278-<b>?</b>,"8 x 10-28",(EA),NR,'-,'-,'-,"PTPN2, LINC01882","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,18:12778716
rs1893217-<b>G</b>,"1 x 10-27",(EA),0.1602,1.1539862,'-,[1.13-1.18],PTPN2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,18:12809341
rs12318183-<b>?</b>,"2 x 10-27",(EA),NR,'-,'-,'-,IFNG-AS1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,12:68110056
rs9313808-<b>G</b>,"1 x 10-25",(EA),0.83,1.1528302,'-,'-,"IL12B, LINC01845","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:159393836
rs34779708-<b>?</b>,"2 x 10-25",(EA),NR,'-,'-,'-,CREM,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:35177257
rs11010067-<b>G</b>,"6 x 10-25",(EA),0.3513,1.1115612,'-,[1.09-1.13],"CUL2, LINC02635","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:35006503
rs11743851-<b>G</b>,"2 x 10-23",(EA),0.3698,1.1078569,'-,[1.09-1.13],CDC42SE2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:131277907
rs744166-<b>?</b>,"1 x 10-22",(EA),NR,'-,'-,'-,STAT3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,17:42362183
rs4946717-<b>?</b>,"4 x 10-22",(EA),NR,'-,'-,'-,PRDM1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,6:106026874
rs62037363-<b>?</b>,"6 x 10-22",(EA),NR,'-,'-,'-,SH2B1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,16:28853721
rs1388585-<b>?</b>,"7 x 10-22",(EA),NR,'-,'-,'-,"SLC2A13, LINC02555","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,12:40137889
rs26528-<b>G</b>,"1 x 10-21",(EA),0.4576,1.1017768,'-,[1.08-1.12],IL27,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,16:28506388
rs11554257-<b>G</b>,"4 x 10-21",(EA),0.1294,1.1484206,'-,[1.12-1.18],"DELEC1, TNFSF15","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,9:114842790
rs9889296-<b>?</b>,"1 x 10-20",(EA),NR,'-,'-,'-,"LINC01989, CCL2","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,17:34243528
rs13407913-<b>G</b>,"2 x 10-20",(EA),0.4306,1.0960438,'-,[1.08-1.12],ADCY3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:24874775
rs1420098-<b>?</b>,"2 x 10-20",(EA),NR,'-,'-,'-,IL18R1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,2:102367819
rs395157-<b>A</b>,"2 x 10-20",(EA),0.4842,1.0956664,'-,[1.08-1.12],OSMR,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,5:38867630
rs35164067-<b>?</b>,"3 x 10-20",(EA),NR,'-,'-,'-,CDC37,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,19:10414505
rs17293632-<b>A</b>,"3 x 10-20",(EA),0.2364,1.1131175,'-,[1.09-1.14],SMAD3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,15:67150258
rs3091315-<b>A</b>,"4 x 10-20",(EA),0.73,1.1091312,'-,'-,"CCL2, CCL7","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,17:34266646
rs1250566-<b>?</b>,"5 x 10-20",(EA),NR,'-,'-,'-,ZMIZ1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003043,10:79286696
rs6856616-<b>G</b>,"5 x 10-10",,0.23,'-,'-,'-,"TBC1D1, LINC02513","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,4:38323415
rs1819333-<b>C</b>,"1 x 10-6",,0.39,'-,'-,'-,"RNASET2, MIR3939","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,6:166960059
rs3766920-<b>A</b>,"2 x 10-9",,0.08,1.35,'-,"[1.22 -1.49]","PYGO2, SHC1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,1:154962487
rs16953946-<b>C</b>,"2 x 10-8",,0.17,1.23,'-,[1.14-1.32],CDYL2,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,16:80751551
rs4821558-<b>C</b>,"8 x 10-7",,0.34,1.16,'-,[NR],"CSF2RB, NCF4","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,22:36912743
rs11788518-<b>T</b>,"7 x 10-6",,0.03,1.39,'-,[NR],PCSK5,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,9:76302462
rs3731257-<b>G</b>,"5 x 10-8",,0.46,1.17,'-,[NR],"CDKN2A-DT, MTAP","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,9:21966222
rs1321366-<b>A</b>,"5 x 10-6",,0.35,1.15,'-,[NR],RFX6,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,6:116919430
rs1816854-<b>T</b>,"6 x 10-6",,0.94,1.38,'-,[NR],"TMEM117, TWF1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,12:43811215
rs7973572-<b>C</b>,"3 x 10-6",,0.07,1.29,'-,[NR],SOX5,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,12:24136432
rs6740462-<b>C</b>,"2 x 10-6",,0.15,'-,'-,'-,"SPRED2, DNAJB12P1","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,2:65440138
rs13300483-<b>A</b>,"2 x 10-27",,0.34,'-,'-,'-,DELEC1,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,9:114881082
rs12942547-<b>G</b>,"2 x 10-9",,0.33,'-,'-,'-,STAT3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,17:42375526
rs6677524-<b>T</b>,"3 x 10-6",,0.88,1.25,'-,[NR],'-,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,1:208362429
rs3798544-<b>A</b>,"1 x 10-7",,0.2,1.2,'-,[NR],SPDEF,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST003602,6:34552490
rs35990859-<b>G</b>,"7 x 10-6",,NR,2.5445292,'-,[1.69-3.83],"LINC01845, IL12B","Inflammatory bowel disease","inflammatory bowel disease",'-,GCST008731,5:159372740
rs730086-<b>A</b>,"2 x 10-6",,NR,1.373,'-,[1.204-1.567],KAT2A,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST008731,17:42119739
rs7224339-<b>A</b>,"9 x 10-6",,NR,1.8115942,'-,[1.39-2.35],STAT3,"Inflammatory bowel disease","inflammatory bowel disease",'-,GCST008731,17:42333197
rs17085007-<b>C</b>,"3 x 10-7",,0.17,1.37,'-,[1.22-1.55],"RPS21P8, FGFR1OP2P1","Ulcerative colitis","ulcerative colitis",'-,GCST001934,13:26957130
rs6935053-<b>?</b>,"2 x 10-6","(Conditioned on rs9271366)",NR,'-,'-,'-,"MICD, HLA-W","Ulcerative colitis","ulcerative colitis",'-,GCST001938,6:29966386
rs9271366-<b>G</b>,"1 x 10-18",,0.11,2.1,'-,[1.78-2.48],"HLA-DQA1, HLA-DRB1","Ulcerative colitis","ulcerative colitis",'-,GCST001938,6:32619077
rs16940186-<b>G</b>,"4 x 10-10",,0.21,1.56,'-,[1.36-1.80],"LINC02132, LINC01082","Ulcerative colitis","ulcerative colitis",'-,GCST001938,16:85976134
rs4654903-<b>?</b>,"7 x 10-9",,0.75,1.56,'-,[1.35-1.82],"OTUD3, RNF186","Ulcerative colitis","ulcerative colitis",'-,GCST001938,1:19874497
rs16940202-<b>C</b>,"3 x 10-9",,0.22,1.52,'-,[1.32-1.74],LINC02132,"Ulcerative colitis","ulcerative colitis",'-,GCST001938,16:85980635
rs9268853-<b>T</b>,"3 x 10-6",,0.64,1.37,'-,[1.20-1.56],HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST001938,6:32461866
rs17085007-<b>C</b>,"8 x 10-6",,0.18,1.4,'-,[1.21-1.63],"RPS21P8, FGFR1OP2P1","Ulcerative colitis","ulcerative colitis",'-,GCST001938,13:26957130
rs3024493-<b>?</b>,"8 x 10-8",,NR,'-,'-,'-,IL10,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,1:206770623
rs1728785-<b>G</b>,"3 x 10-8",,0.76,1.17,'-,[1.07-1.27],ZFP90,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,16:68557327
rs886774-<b>G</b>,"3 x 10-8",,0.41,1.11,'-,[1.03-1.19],"DLD, PIGCP2","Ulcerative colitis","ulcerative colitis",'-,GCST000527,7:107854989
rs10781500-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,"CARD9, SNAPC4","Ulcerative colitis","ulcerative colitis",'-,GCST000527,9:136374886
rs6017342-<b>C</b>,"9 x 10-17",,0.52,1.17,'-,[1.09-1.26],LINC01620,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,20:44436388
rs9548988-<b>T</b>,"3 x 10-7",,0.46,1.1,'-,[1.03-1.19],SNORD116,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,13:39931373
rs11209026-<b>?</b>,"3 x 10-10",,NR,'-,'-,'-,IL23R,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,1:67240275
rs6426833-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,"RNF186, OTUD3","Ulcerative colitis","ulcerative colitis",'-,GCST000527,1:19845367
rs9268877-<b>?</b>,"4 x 10-23",,NR,'-,'-,'-,HLA-DRB9,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,6:32463370
rs7554511-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,INAVA,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,1:200908434
rs9858542-<b>?</b>,"7 x 10-9",,NR,'-,'-,'-,BSN,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,3:49664550
rs6584283-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,LINC01475,"Ulcerative colitis","ulcerative colitis",'-,GCST000527,10:99530544
rs7524102-<b>A</b>,"3 x 10-7",,0.83,1.1,'-,[1.00-1.21],"PPIAP34, ZBTB40","Ulcerative colitis","ulcerative colitis",'-,GCST000527,1:22371954
rs6811556-<b>A</b>,"9 x 10-6","(Analysis II)",NR,'-,'-,'-,'-,"Ulcerative colitis","ulcerative colitis",'-,GCST000853,"Mapping not available"
rs4571457-<b>G</b>,"7 x 10-6","(Analysis II)",NR,'-,'-,'-,'-,"Ulcerative colitis","ulcerative colitis",'-,GCST000853,5:108498546
rs9501030-<b>A</b>,"4 x 10-6","(Analysis II)",NR,'-,'-,'-,"LINC00243, LINC02570","Ulcerative colitis","ulcerative colitis",'-,GCST000853,6:30831622
rs11764116-<b>A</b>,"2 x 10-6","(Analysis II)",NR,'-,'-,'-,HDAC9,"Ulcerative colitis","ulcerative colitis",'-,GCST000853,7:18760790
rs929351-<b>C</b>,"8 x 10-6","(Analysis II)",NR,'-,'-,'-,CACNA2D1,"Ulcerative colitis","ulcerative colitis",'-,GCST000853,7:82228577
rs7319358-<b>A</b>,"3 x 10-6","(Analysis II)",NR,'-,'-,'-,CCT5P2,"Ulcerative colitis","ulcerative colitis",'-,GCST000853,13:78976799
rs6059101-<b>A</b>,"4 x 10-6","(Analysis II)",NR,'-,'-,'-,"BPIFA2, BPIFB4","Ulcerative colitis","ulcerative colitis",'-,GCST000853,20:33130847
rs1956388-<b>A</b>,"2 x 10-6","(Analysis II)",NR,'-,'-,'-,"BTF3P2, LINC02300","Ulcerative colitis","ulcerative colitis",'-,GCST000853,14:28663671
rs17207986-<b>G</b>,"1 x 10-16","(Analysis III)",NR,3.95,'-,[NR],TNXB,"Ulcerative colitis","ulcerative colitis",'-,GCST000853,6:32111790
