"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs9387478-<b>C</b>,"4 x 10-10",,0.50,1.18,'-,[1.11-1.23],DCBLD1,"Lung cancer","lung carcinoma",'-,GCST001740,6:117465017
rs2395185-<b>T</b>,"1 x 10-8",,0.35,1.17,'-,[1.11-1.23],HLA-DRB9,"Lung cancer","lung carcinoma",'-,GCST001740,6:32465390
rs402710-<b>C</b>,"4 x 10-6",,NR,1.18,'-,[1.12-1.24],CLPTM1L,"Lung cancer","lung carcinoma",'-,GCST000256,5:1320607
rs1051730-<b>A</b>,"1 x 10-15",,NR,1.35,'-,[1.25-1.45],CHRNA3,"Lung cancer","lung carcinoma",'-,GCST000256,15:78601997
rs3117582-<b>C</b>,"5 x 10-10",,NR,1.24,'-,[1.16-1.33],APOM,"Lung cancer","lung carcinoma",'-,GCST000257,6:31652743
rs8042374-<b>?</b>,"8 x 10-12",,NR,'-,'-,'-,CHRNA3,"Lung cancer","lung carcinoma",'-,GCST000257,15:78615690
rs401681-<b>G</b>,"8 x 10-9",,NR,1.15,'-,[1.09-1.19],CLPTM1L,"Lung cancer","lung carcinoma",'-,GCST000257,5:1321972
rs11571833-<b>T</b>,"2 x 10-19","(All lung cancer)",0.011,1.83,'-,[1.61-2.09],BRCA2,"Lung cancer","lung carcinoma",'-,GCST002466,13:32398489
rs17879961-<b>A</b>,"3 x 10-11","(All lung cancer)",0.9975,1.67,'-,[1.43-1.92],CHEK2,"Lung cancer","lung carcinoma",'-,GCST002466,22:28725099
rs55781567-<b>?</b>,"1 x 10-9",,NR,1.3169,'-,[1.2049-1.4394],CHRNA5,"Lung cancer","lung carcinoma",'-,GCST003775,15:78565644
rs2853677-<b>C</b>,"3 x 10-9",,0.273,1.2818,'-,[1.1810-1.3911],TERT,"Lung cancer","lung carcinoma",'-,GCST003775,5:1287079
rs3019885-<b>G</b>,"3 x 10-6",,0.2817,1.2394,'-,[1.1323-1.3565],SLC30A8,"Lung cancer","lung carcinoma",'-,GCST003775,8:117013406
rs6580649-<b>?</b>,"5 x 10-6",,NR,1.2169892,'-,[1.12-1.32],"SENP1, COL2A1","Lung cancer","lung carcinoma",'-,GCST003775,12:48016734
rs7900823-<b>?</b>,"2 x 10-6",,NR,1.7850769,'-,[1.41-2.27],"U3, ZNF101P1","Lung cancer","lung carcinoma",'-,GCST003775,10:28348731
rs9322193-<b>?</b>,"1 x 10-7",,NR,1.2508,'-,[1.1508-1.3596],"KATNA1, RPS18P9","Lung cancer","lung carcinoma",'-,GCST003775,6:149598007
rs5777156-<b>A</b>,"9 x 10-8",,0.24,0.92,'-,[0.89-0.95],MAGI3,"Lung cancer","lung carcinoma",'-,GCST011656,1:113399057
rs58404727-<b>D</b>,"5 x 10-7",,0.02,1.19,'-,[1.11-1.28],'-,"Lung cancer","lung carcinoma",'-,GCST011656,4:128666152
rs71450133-<b>D</b>,"9 x 10-7",,0.18,1.09,'-,[1.05-1.13],"ATP5MFP5, PLEKHG6","Lung cancer","lung carcinoma",'-,GCST011656,12:6287503
rs34057993-<b>D</b>,"8 x 10-8",,0.17,0.9,'-,[0.87-0.94],OTX2-AS1,"Lung cancer","lung carcinoma",'-,GCST011656,14:56856807
rs34218850-<b>D</b>,"8 x 10-18",,0.34,1.14,'-,[1.11-1.18],"TERT, MIR4457","Lung cancer","lung carcinoma",'-,GCST011656,5:1301999
rs200675567-<b>D</b>,"4 x 10-7",,0.11,0.9,'-,[0.86-0.96],"HLA-DRB1, HLA-DQA1","Lung cancer","lung carcinoma",'-,GCST011656,6:32617492
rs9279532-<b>D</b>,"3 x 10-7",,0.12,1.11,'-,[1.07-0.94],"NOTCH4, TSBP1-AS1","Lung cancer","lung carcinoma",'-,GCST011656,6:32237043
rs550239034-<b>D</b>,"2 x 10-7",,0.25,0.92,'-,[0.89-0.95],"POU5F1, HCG27","Lung cancer","lung carcinoma",'-,GCST011656,6:31192034
rs549219764-<b>D</b>,"2 x 10-9",,0.2,1.11,'-,[1.07-1.15],"HCP5, LINC01149","Lung cancer","lung carcinoma",'-,GCST011656,6:31448100
rs9280949-<b>T</b>,"3 x 10-10",,0.09,1.16,'-,[1.11-1.22],"HLA-N, UBQLN1P1","Lung cancer","lung carcinoma",'-,GCST011656,6:30356200
rs139089584-<b>TTTG</b>,"2 x 10-7",,0.29,0.92,'-,[0.89-0.95],"LINC00533, RPSAP2","Lung cancer","lung carcinoma",'-,GCST011656,6:28704208
rs34832458-<b>T</b>,"1 x 10-9",,0.39,0.92,'-,[0.89-0.94],"HLA-G, HCP5B","Lung cancer","lung carcinoma",'-,GCST011656,6:29865215
rs374787445-<b>D</b>,"7 x 10-9",,0.18,1.11,'-,[1.07-1.15],HLA-F-AS1,"Lung cancer","lung carcinoma",'-,GCST011656,6:29741128
rs145093187-<b>T</b>,"9 x 10-9",,0.12,0.87,'-,[0.83-0.91],"BTN2A1, BTN1A1P1","Lung cancer","lung carcinoma",'-,GCST011656,6:26476826
rs139157129-<b>D</b>,"2 x 10-7",,0.48,0.93,'-,[0.90-0.95],MPZL2,"Lung cancer","lung carcinoma",'-,GCST011656,11:118255680
rs577626090-<b>D</b>,"1 x 10-63",,0.37,1.29,'-,[1.25-1.33],CHRNA5,"Lung cancer","lung carcinoma",'-,GCST011656,15:78567264
rs138784116-<b>D</b>,"5 x 10-14",,0.37,0.89,'-,[0.86-0.92],CHRNB4,"Lung cancer","lung carcinoma",'-,GCST011656,15:78650044
rs143284856-<b>TT</b>,"1 x 10-12",,0.47,1.11,'-,[1.08-1.14],MORF4L1,"Lung cancer","lung carcinoma",'-,GCST011656,15:78849515
rs61655864-<b>D</b>,"6 x 10-37",,0.29,0.81,'-,[0.79-0.84],CHRNA5,"Lung cancer","lung carcinoma",'-,GCST011656,15:78574381
rs2494938-<b>A</b>,"2 x 10-6","(Lung Cancer)",0.23,1.15,'-,[1.08-1.22],LRFN2,"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)","lung carcinoma",'-,GCST001718,6:40568389
rs2285947-<b>A</b>,"2 x 10-8","(Lung Cancer)",0.26,1.17,'-,[1.11-1.24],DNAH11,"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)","lung carcinoma",'-,GCST001718,7:21544470
rs10849605-<b>?</b>,"6 x 10-7",,0.51,1.08,'-,[1.04-1.11],RAD52,"Lung cancer","lung carcinoma",'-,GCST001638,12:955272
rs13181-<b>C</b>,"9 x 10-7",,0.3613,'-,'-,'-,ERCC2,"Lung Cancer (DNA repair capacity)","lung carcinoma",'-,GCST001721,19:45351661
rs9390123-<b>A</b>,"7 x 10-6",,0.3957,'-,'-,'-,PHACTR2,"Lung Cancer (DNA repair capacity)","lung carcinoma",'-,GCST001721,6:143622177
rs116551911-<b>T</b>,"2 x 10-13",,0.10976196,1.2025579,'-,[1.144676296-1.263366488],DDR1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:30896502
rs2233956-<b>C</b>,"5 x 10-16",,0.167124691,1.1730286,'-,[1.128692308-1.219106364],"PSORS1C1, C6orf15","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:31113428
rs2596500-<b>C</b>,"2 x 10-15",,0.110809826,1.2094321,'-,[1.153908741-1.267627282],"LINC02571, HLA-B","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:31353490
rs114002231-<b>C</b>,"8 x 10-15",,0.131480802,1.2080983,'-,[1.151856144-1.267086615],"LINC01149, HCP5","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:31459618
rs139789464-<b>G</b>,"4 x 10-14",,0.101900939,1.2005847,'-,[1.144910757-1.258965743],APOM,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:31657087
rs501942-<b>T</b>,"3 x 10-14",,0.101035865,1.2034894,'-,[1.147434239-1.262282973],SLC44A4,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:31872700
rs144433536-<b>T</b>,"7 x 10-14",,0.100804734,1.2000709,'-,[1.144097712-1.258782342],TNXB,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:32067917
rs147151648-<b>G</b>,"6 x 10-11",,0.101152169,1.1864156,'-,[1.127161422-1.248784746],TSBP1-AS1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:32284355
rs115100928-<b>A</b>,"8 x 10-11",,0.100273105,1.1861855,'-,[1.126735663-1.248771916],"TSBP1-AS1, HLA-DRA","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:32419655
rs115819854-<b>T</b>,"4 x 10-12",,0.122964436,1.1869539,'-,[1.130913664-1.245771133],"MTCO3P1, HLA-DQB1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:32683864
rs7383287-<b>G</b>,"1 x 10-10",,0.224903192,1.1205634,'-,[1.082275651-1.160205575],HLA-DOB,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:32815309
rs115447191-<b>G</b>,"4 x 10-6",,0.83219005,1.1040647,'-,[1.06-1.15],HLA-DPA1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:33067741
rs114738294-<b>C</b>,"8 x 10-6",,0.753380171,1.0804458,'-,[1.04-1.12],"LYPLA2P1, MYL12BP3","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:33355488
rs62389424-<b>A</b>,"3 x 10-6",,0.124808663,1.1453886,'-,[1.081637487-1.21289723],"EXOC2, IRF4","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:422631
rs118087489-<b>A</b>,"2 x 10-6",,0.077708653,1.1442357,'-,[1.08204733-1.209998184],RN7SL643P,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:86345946
rs146204659-<b>C</b>,"5 x 10-6",,0.938570174,1.2591786,'-,[1.14-1.39],"TCAF1P1, RNU6-162P","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,7:143579041
rs3944100-<b>C</b>,"3 x 10-7",,0.368206556,1.0820277,'-,[1.050012621-1.115018756],AHR,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,7:17014722
rs2877187-<b>T</b>,"7 x 10-6",,0.227358385,1.082824,'-,[1.045943506-1.121004821],"MRPL32, Y_RNA","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,7:43004867
rs56212584-<b>G</b>,"8 x 10-6",,0.093779099,1.1518074,'-,[1.08242137-1.225641245],GALNT17,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,7:71149860
rs139328189-<b>C</b>,"1 x 10-6",,0.987660471,1.619335,'-,[1.33-1.97],TP53TG1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,7:87332982
rs144706282-<b>G</b>,"8 x 10-6",,0.987092881,1.4321419,'-,[1.22-1.68],ADCY8,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,8:131135279
rs3816788-<b>A</b>,"3 x 10-6",,0.436201023,1.0732349,'-,[1.041764213-1.10565643],XPO7,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,8:21974983
rs2741348-<b>G</b>,"2 x 10-7",,0.58223113,1.0817294,'-,[1.05-1.11],GULOP,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,8:27563265
rs188586526-<b>T</b>,"9 x 10-7",,0.01395899,1.4032447,'-,[1.225926631-1.606210214],RP1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,8:54583273
rs142328647-<b>T</b>,"2 x 10-6",,0.025405242,1.2979821,'-,[1.165323015-1.445743009],RP1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,8:54778417
rs36109883-<b>A</b>,"2 x 10-7",,0.067018189,1.1676731,'-,[1.102051078-1.237202699],H2AC6,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26132842
rs34158769-<b>A</b>,"1 x 10-7",,0.072601638,1.1614014,'-,[1.098845322-1.227518764],"BTN3A2, H3C9P","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26336344
rs3734542-<b>A</b>,"3 x 10-7",,0.084987628,1.1447185,'-,[1.087233917-1.205242518],BTN2A1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26468098
rs36162392-<b>C</b>,"6 x 10-7",,0.085603567,1.1410072,'-,[1.083444904-1.201627582],"HMGN4, ABT1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26568907
rs34244947-<b>C</b>,"6 x 10-7",,0.087135975,1.158347,'-,[1.093248318-1.227321976],ZNF322,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26740141
rs34816374-<b>G</b>,"5 x 10-7",,0.079913281,1.1463856,'-,[1.086716556-1.209330708],LINC00240,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26981893
rs35768595-<b>T</b>,"1 x 10-7",,0.075874027,1.1596087,'-,[1.098152503-1.224504294],"RPL10P2, MIR3143","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:27174125
rs13212562-<b>G</b>,"1 x 10-8",,0.094669537,1.1549425,'-,[1.099214514-1.213495931],"ZNF204P, VN1R10P","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:27332531
rs149866169-<b>A</b>,"8 x 10-9",,0.088421964,1.1601964,'-,[1.103049701-1.220303851],"HNRNPA1P1, ZNF184","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:27473944
rs13217620-<b>T</b>,"3 x 10-8",,0.074695136,1.1669619,'-,[1.105093702-1.232293813],"LINC01012, RPL8P1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:27685341
rs13218875-<b>T</b>,"1 x 10-8",,0.080928069,1.16643,'-,[1.106256975-1.229875951],"OR2B2, OR2W6P","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:27916234
rs34662244-<b>A</b>,"2 x 10-9",,0.085998654,1.1755702,'-,[1.1152522-1.239150684],ZSCAN16-AS1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:28106103
rs67340775-<b>C</b>,"7 x 10-10",,0.079332947,1.1820452,'-,[1.120847747-1.246584078],ZSCAN31,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:28336607
rs67381177-<b>C</b>,"2 x 10-9",,0.07893365,1.1776505,'-,[1.116557606-1.242086049],"COX11P1, ZSCAN23","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:28444164
rs114385935-<b>G</b>,"7 x 10-9",,0.079995652,1.1696258,'-,[1.109337082-1.233190796],"LINC00533, RPSAP2","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:28651576
rs116668069-<b>A</b>,"3 x 10-8",,0.135876166,1.1370234,'-,[1.08637948-1.19002823],"NOP56P1, LINC01623","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:28800336
rs116381494-<b>G</b>,"6 x 10-8",,0.082992186,1.1677012,'-,[1.104062966-1.235007726],"TRIM27, HCG14","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:28900717
rs115287935-<b>T</b>,"9 x 10-8",,0.08238902,1.1647499,'-,[1.101314463-1.231839236],"ZNF311, OR2AD1P","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:29006488
rs116442863-<b>A</b>,"1 x 10-7",,0.082472477,1.1634282,'-,[1.100081716-1.230422468],"OR2J3, OR2J2","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:29122234
rs139244745-<b>G</b>,"8 x 10-8",,0.088075082,1.162069,'-,[1.100123412-1.227502509],"OR2U2P, OR14J1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:29287205
rs138488080-<b>A</b>,"2 x 10-13",,0.150529623,1.164588,'-,[1.118403324-1.212679804],"MOG, SUMO2P1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:29638984
rs115729734-<b>G</b>,"2 x 10-13",,0.160672104,1.164619,'-,[1.118327079-1.212827126],"HLA-K, HLA-U","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:29931238
rs116418332-<b>A</b>,"2 x 10-12",,0.095504424,1.2073652,'-,[1.145408553-1.272672964],TRIM26,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:30193759
rs115707823-<b>A</b>,"7 x 10-13",,0.116092045,1.1930656,'-,[1.136990858-1.251905844],"UBQLN1P1, MICC","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:30374976
rs116260619-<b>C</b>,"1 x 10-12",,0.102789982,1.2033279,'-,[1.143474803-1.266313964],"SUCLA2P1, RANP1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:30479897
rs7534220-<b>C</b>,"1 x 10-6",,0.627826621,1.1280495,'-,[1.07-1.18],RTCA-AS1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:100258911
rs116480793-<b>T</b>,"7 x 10-6",,0.024264567,1.2884976,'-,[1.153366335-1.439461007],LMNA,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:156108585
rs114864108-<b>A</b>,"3 x 10-6",,0.979200902,1.3381778,'-,[1.18-1.51],'-,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:195822467
rs144503462-<b>T</b>,"8 x 10-8",,0.989928388,1.6769611,'-,[1.39-2.03],SEPTIN14P21,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:243029970
rs10436951-<b>A</b>,"9 x 10-8",,0.988472307,1.6081543,'-,[1.35-1.91],CEP170,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:243199378
rs117105675-<b>T</b>,"4 x 10-6",,0.011408293,1.5711766,'-,[1.298024041-1.901810783],ACTRT2,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:2970656
rs71658797-<b>A</b>,"2 x 10-8",,0.102898044,1.145921,'-,[1.092331759-1.202139175],AK5,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:77501822
rs34517439-<b>A</b>,"7 x 10-8",,0.105016197,1.1473451,'-,[1.091520912-1.206024349],"GIPC2, DNAJB4","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:77984833
rs17391694-<b>T</b>,"3 x 10-6",,0.112781876,1.1221,'-,[1.069557757-1.177223491],"RNFT1P2, GIPC2","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:78157942
rs6700362-<b>T</b>,"7 x 10-6",,0.231675779,1.0824698,'-,[1.045631889-1.12060546],PTGFR,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,1:78512030
rs17697383-<b>C</b>,"9 x 10-6",,0.950044125,1.236974,'-,[1.13-1.36],FHL2,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:105454164
rs1866631-<b>A</b>,"2 x 10-6",,0.5780087819999999,1.0744331,'-,[1.04-1.11],"MAP3K20, MAP3K20-AS1","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:173211033
rs55902839-<b>A</b>,"1 x 10-6",,0.456642977,1.0806478,'-,[1.047380336-1.114971905],TMEM237,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:201641266
rs62140840-<b>T</b>,"6 x 10-6",,0.108935656,1.1187994,'-,[1.065787611-1.174448167],NCOA1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:24506770
rs6710503-<b>A</b>,"4 x 10-6",,0.259856384,1.08137,'-,[1.046065996-1.117865481],NCOA1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:24748307
rs191932161-<b>A</b>,"7 x 10-6",,0.016805906,1.3283206,'-,[1.173299068-1.503824372],Y_RNA,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:49628893
rs79294676-<b>A</b>,"2 x 10-7",,0.011363138,1.5717803,'-,[1.327074288-1.861609045],"LINC01829, LINC01828","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:67277529
rs116165775-<b>T</b>,"4 x 10-7",,0.010702979,1.559825,'-,[1.314077351-1.851530302],ETAA1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:67400580
rs76980472-<b>C</b>,"1 x 10-7",,0.017775557,1.3714582,'-,[1.220354853-1.541270862],LINC02831,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:67567320
rs151124926-<b>T</b>,"8 x 10-7",,0.018181188,1.3753732,'-,[1.211638217-1.561234682],LINC01812,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:67740157
rs150954074-<b>C</b>,"8 x 10-6",,0.9607201,1.313554,'-,[1.17-1.48],MBOAT2,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,2:8896952
rs7428320-<b>G</b>,"1 x 10-6",,0.689798468,1.0849946,'-,[1.05-1.12],RBMS3,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,3:29367165
rs1880828-<b>A</b>,"8 x 10-6",,0.128216119,1.1144239,'-,[1.06271046-1.168653746],CACNA2D3,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,3:54866828
rs10016781-<b>G</b>,"5 x 10-6",,0.613928566,1.1073242,'-,[1.06-1.16],"ALG1L7P, OR7E162P","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,4:3916972
rs12108538-<b>G</b>,"2 x 10-6",,0.943863012,1.1674694,'-,[1.1-1.24],STX18-AS1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,4:4774436
rs79398649-<b>T</b>,"1 x 10-7",,0.025282695,1.2955143,'-,[1.176950281-1.426022404],"TRIP13, NKD2","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,5:1004587
rs421629-<b>G</b>,"3 x 10-17",,0.581002122,1.134976,'-,[1.1-1.17],CLPTM1L,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,5:1320021
rs4406174-<b>C</b>,"9 x 10-6",,0.8873339650000001,1.1150825,'-,[1.06-1.17],LPCAT1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,5:1518964
rs3810859-<b>A</b>,"4 x 10-6",,0.263131228,1.0810798,'-,[1.046035748-1.117297904],BRD9,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,5:851467
rs13205254-<b>G</b>,"6 x 10-6",,0.094784614,1.141066,'-,[1.077600055-1.208269739],AK9,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:109607903
rs11751666-<b>G</b>,"7 x 10-6",,0.011951814,1.39231,'-,[1.20459331-1.609279354],RNU7-152P,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:155621539
rs62402518-<b>C</b>,"8 x 10-6",,0.93584303,1.1517986,'-,[1.08-1.23],CASC15,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:21966406
rs35789010-<b>A</b>,"2 x 10-6",,0.058475139,1.1598864,'-,[1.090567196-1.233611681],CARMIL1,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:25513951
rs13191296-<b>T</b>,"1 x 10-7",,0.064634889,1.1728821,'-,[1.105269802-1.244630352],SCGN,"Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:25684378
rs13191445-<b>A</b>,"6 x 10-8",,0.065749196,1.1738136,'-,[1.107597937-1.243987711],"TRIM38, H3P26","Lung cancer in ever smokers","lung carcinoma","smoking status measurement",GCST004749,6:26015261
rs7741164-<b>A</b>,"6 x 10-13",,0.309,1.17,'-,[1.12-1.22],FOXP4-AS1,"Lung cancer","lung carcinoma",'-,GCST003325,6:41525674
rs72658409-<b>?</b>,"1 x 10-10",,0.927,1.2987013,'-,[1.19-1.39],CDKN2B-AS1,"Lung cancer","lung carcinoma",'-,GCST003325,9:22160088
rs11610143-<b>?</b>,"5 x 10-9",,0.685,1.1235955,'-,[1.09-1.18],ACVR1B,"Lung cancer","lung carcinoma",'-,GCST003325,12:51955287
rs3794742-<b>?</b>,"4 x 10-7",,0.483,1.098901,'-,[1.06-1.14],SYNGR2,"Lung cancer","lung carcinoma",'-,GCST003325,17:78169467
rs4921799-<b>?</b>,"3 x 10-6",,0.171,1.1235955,'-,[1.06-1.18],MTUS1,"Lung cancer","lung carcinoma",'-,GCST003325,8:17650455
rs10969557-<b>G</b>,"6 x 10-6",,0.227,1.11,'-,[1.06-1.16],DOCK8,"Lung cancer","lung carcinoma",'-,GCST003325,9:310970
rs79149102-<b>T</b>,"2 x 10-7",,0.034385038,1.1790844,'-,[1.108721655-1.253912704],"CSK, CYP1A2","Lung cancer","lung carcinoma",'-,GCST004748,15:74763478
rs55781567-<b>G</b>,"3 x 10-103",,0.366673898,1.2974213,'-,[1.267092551-1.328476032],CHRNA5,"Lung cancer","lung carcinoma",'-,GCST004748,15:78565644
rs11639372-<b>T</b>,"3 x 10-52",,0.408811078,1.1972085,'-,[1.169764209-1.225296649],CHRNB4,"Lung cancer","lung carcinoma",'-,GCST004748,15:78674313
rs4886591-<b>A</b>,"4 x 10-34",,0.437091582,1.1673486,'-,[1.138622628-1.196799443],ADAMTS7,"Lung cancer","lung carcinoma",'-,GCST004748,15:78782176
rs28408315-<b>G</b>,"4 x 10-12",,0.723971126,1.0961882,'-,[1.07-1.13],MORF4L1,"Lung cancer","lung carcinoma",'-,GCST004748,15:78892838
rs17181550-<b>T</b>,"2 x 10-7",,0.573498725,1.0639783,'-,[1.04-1.09],LINC00511,"Lung cancer","lung carcinoma",'-,GCST004748,17:72303817
rs631644-<b>A</b>,"3 x 10-6",,0.5959977320000001,1.0671345,'-,[1.04-1.1],'-,"Lung cancer","lung carcinoma",'-,GCST004748,18:2280389
rs66500423-<b>C</b>,"2 x 10-7",,0.302766475,1.0678405,'-,[1.041643246-1.094696601],NUMBL,"Lung cancer","lung carcinoma",'-,GCST004748,19:40689265
rs56113850-<b>C</b>,"5 x 10-19",,0.559578448,1.1306498,'-,[1.1-1.16],CYP2A6,"Lung cancer","lung carcinoma",'-,GCST004748,19:40847202
rs13201681-<b>T</b>,"7 x 10-12",,0.078084678,1.1571598,'-,[1.109918136-1.206412233],"RNU2-45P, ZSCAN23","Lung cancer","lung carcinoma",'-,GCST004748,6:28426903
rs10984970-<b>G</b>,"3 x 10-6",,0.9287197,1.1137654,'-,[1.06-1.17],MEGF9,"Lung cancer","lung carcinoma",'-,GCST004748,9:120638143
rs140701862-<b>C</b>,"4 x 10-6",,0.120434377,1.0960294,'-,[1.053974019-1.139762785],"MIR3689B, MIR3689D1","Lung cancer","lung carcinoma",'-,GCST004748,9:134849951
rs10811609-<b>G</b>,"2 x 10-6",,0.093085061,1.0990928,'-,[1.057475722-1.142347842],"RN7SL151P, MTAP","Lung cancer","lung carcinoma",'-,GCST004748,9:21746359
rs7026112-<b>T</b>,"9 x 10-6",,0.134180854,1.077864,'-,[1.042856995-1.114046322],MTAP,"Lung cancer","lung carcinoma",'-,GCST004748,9:21852182
rs62560775-<b>G</b>,"6 x 10-7",,0.103627773,1.1056006,'-,[1.06285881-1.150061258],CDKN2B-AS1,"Lung cancer","lung carcinoma",'-,GCST004748,9:22052069
