"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs7774403-<b>G</b>,"4 x 10-9",,0.596,'-,"0.007 unit decrease",[0.005-0.009],PHACTR1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:12950519
rs9460342-<b>C</b>,"3 x 10-8",,0.916,'-,"0.011 unit decrease",[0.0071-0.0149],LNC-LBCS,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:19373583
rs766406-<b>G</b>,"4 x 10-17",,0.361,'-,"0.01 unit increase",[0.008-0.012],"H4C8, H3C9P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:26319360
rs6918792-<b>A</b>,"7 x 10-20",,0.917,'-,"0.021 unit increase",[0.017-0.025],"HNRNPA1P1, ZNF184","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:27483640
rs1264565-<b>T</b>,"8 x 10-15",,0.618,'-,"0.01 unit increase",[0.008-0.012],"MICC, UBQLN1P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:30399234
rs34260955-<b>C</b>,"2 x 10-9",,0.783,'-,"0.009 unit decrease",[0.0051-0.0129],"GGNBP1, ZBTB9","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:33485334
rs3957165-<b>C</b>,"3 x 10-8",,0.189,'-,"0.008 unit increase",[0.006-0.01],"MLN, LINC01016","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:33817087
rs877596-<b>T</b>,"8 x 10-9",,0.354,'-,"0.007 unit increase",[0.005-0.009],"MAPK14, MAPK13","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:36121273
rs10947675-<b>G</b>,"5 x 10-13",,0.481,'-,"0.008 unit increase",[0.006-0.01],LINC02520,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:37512196
rs75108536-<b>C</b>,"5 x 10-11",,0.84,'-,"0.01 unit increase",[0.0061-0.0139],LRFN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:40408201
rs9471935-<b>G</b>,"1 x 10-10",,0.775,'-,"0.009 unit decrease",[0.007-0.011],"RPL7L1, BICRAL","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:42872580
rs4628086-<b>C</b>,"7 x 10-18",,0.897,'-,"0.015 unit increase",[0.011-0.019],TFAP2B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:50819644
rs160631-<b>T</b>,"1 x 10-13",,0.261,'-,"0.01 unit increase",[0.008-0.012],CILK1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:53030432
rs11750999-<b>G</b>,"4 x 10-21",,0.616,'-,"0.012 unit decrease",[0.01-0.014],"RNU7-66P, NUFIP1P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:66709763
rs4706314-<b>C</b>,"3 x 10-8",,0.463,'-,"0.006 unit decrease",[0.004-0.008],"Y_RNA, LINC02549","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:68019238
rs7738395-<b>G</b>,"1 x 10-10",,0.375,'-,"0.008 unit increase",[0.006-0.01],"MIR4643, MAP3K7","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:91493049
rs2506929-<b>G</b>,"5 x 10-8",,0.254,'-,"0.007 unit increase",[0.005-0.009],"ATF1P1, COPS5P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:92896426
rs2029241-<b>G</b>,"8 x 10-15",,0.845,'-,"0.013 unit increase",[0.0091-0.0169],"MIR2113, EIF4EBP2P3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:98140058
rs9321055-<b>A</b>,"2 x 10-16",,0.316,'-,"0.01 unit increase",[0.008-0.012],"POU3F2, EIF4EBP2P3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:98402977
rs62432597-<b>A</b>,"5 x 10-16",,0.641,'-,"0.01 unit increase",[0.008-0.012],"MCHR2, Y_RNA","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:99873512
rs12517546-<b>C</b>,"8 x 10-13",,0.818,'-,"0.011 unit increase",[0.0071-0.0149],"HCN1, MRPS30","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:45250373
rs7714281-<b>T</b>,"1 x 10-18",,0.622,'-,"0.011 unit increase",[0.009-0.013],"HMGB1P47, RNA5SP182","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:51435546
rs329621-<b>A</b>,"8 x 10-15",,0.303,'-,"0.01 unit increase",[0.008-0.012],NDUFAF2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:60991175
rs2028269-<b>G</b>,"5 x 10-11",,0.593,'-,"0.008 unit decrease",[0.006-0.01],THBS4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:80012492
rs13357015-<b>G</b>,"9 x 10-14",,0.369,'-,"0.009 unit decrease",[0.007-0.011],RASGRF2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:80967584
rs6452785-<b>C</b>,"4 x 10-32",,0.532,'-,"0.014 unit increase",[0.012-0.016],TMEM161B-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:88389683
rs4916724-<b>C</b>,"2 x 10-18",,0.206,'-,"0.013 unit decrease",[0.011-0.015],LINC00461,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:88558599
rs152285-<b>C</b>,"2 x 10-10",,0.092,'-,"0.014 unit decrease",[0.01-0.018],MCTP1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:94850558
rs2548532-<b>C</b>,"5 x 10-11",,0.434,'-,"0.008 unit decrease",[0.006-0.01],ERAP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:96902874
rs72780741-<b>C</b>,"3 x 10-22",,0.829,'-,"0.015 unit increase",[0.011-0.019],"LINC02163, RNU6-334P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:104592616
rs4957528-<b>A</b>,"5 x 10-11",,0.217,'-,"0.009 unit decrease",[0.007-0.011],"LINC01950, PSMC1P5","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:107084888
rs848828-<b>T</b>,"8 x 10-9",,0.663,'-,"0.007 unit increase",[0.005-0.009],EFNA5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:107527077
rs2406374-<b>C</b>,"8 x 10-12",,0.688,'-,"0.009 unit increase",[0.007-0.011],EFNA5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:107600734
rs1024975-<b>T</b>,"9 x 10-13",,0.617,'-,"0.009 unit decrease",[0.007-0.011],FBXL17,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:108035066
rs2241699-<b>G</b>,"9 x 10-9",,0.733,'-,"0.007 unit increase",[0.005-0.009],JADE2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:134564182
rs2916648-<b>T</b>,"3 x 10-8",,0.186,'-,"0.008 unit increase",[0.006-0.01],SPOCK1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:137305536
rs2910032-<b>C</b>,"2 x 10-8",,0.475,'-,"0.007 unit increase",[0.005-0.009],LINC01470,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:153160794
rs1385108-<b>C</b>,"5 x 10-14",,0.763,'-,"0.01 unit decrease",[0.008-0.012],"RNA5SP199, KIF4B","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:155460086
rs1177762-<b>G</b>,"2 x 10-11",,0.679,'-,"0.008 unit decrease",[0.006-0.01],"MARK2P11, LINC02227","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:158244781
rs6881515-<b>T</b>,"5 x 10-11",,0.731,'-,"0.009 unit increase",[0.007-0.011],GABRB2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:161484962
rs158852-<b>G</b>,"2 x 10-9",,0.402,'-,"0.007 unit decrease",[0.005-0.009],"RNU6-168P, MAT2B","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:163658976
rs3909281-<b>T</b>,"8 x 10-11",,0.446,'-,"0.008 unit decrease",[0.006-0.01],"RPL7P20, RN7SKP60","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:165669430
rs347981-<b>C</b>,"3 x 10-9",,0.739,'-,"0.008 unit increase",[0.006-0.01],"RPL7P20, LINC01947","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:166650006
rs1895266-<b>G</b>,"2 x 10-12",,0.419,'-,"0.008 unit increase",[0.006-0.01],TENM2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:167327295
rs2336895-<b>G</b>,"2 x 10-27",,0.352,'-,"0.014 unit increase",[0.012-0.016],TENM2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:167563690
rs210593-<b>A</b>,"3 x 10-9",,0.655,'-,"0.007 unit increase",[0.005-0.009],AUTS2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:69779326
rs2074646-<b>C</b>,"8 x 10-14",,0.387,'-,"0.009 unit decrease",[0.007-0.011],MAGI2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:78132696
rs12536030-<b>C</b>,"1 x 10-8",,0.953,'-,"0.014 unit increase",[0.01-0.018],MAGI2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:78760517
rs12666502-<b>G</b>,"1 x 10-8",,0.779,'-,"0.009 unit decrease",[0.0051-0.0129],CDK14,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:90798078
rs3801289-<b>A</b>,"3 x 10-9",,0.663,'-,"0.007 unit increase",[0.005-0.009],"DLX6-AS1, DLX6","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:97008955
rs2017923-<b>G</b>,"3 x 10-11",,0.75,'-,"0.009 unit increase",[0.007-0.011],"ASNS, TAC1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:97756199
rs2272168-<b>G</b>,"3 x 10-20",,0.843,'-,"0.015 unit increase",[0.011-0.019],ZKSCAN5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:99505154
rs2074686-<b>G</b>,"3 x 10-9",,0.415,'-,"0.007 unit increase",[0.005-0.009],AP1S1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:101157354
rs112284461-<b>C</b>,"9 x 10-9",,0.929,'-,"0.015 unit decrease",[0.0091-0.0209],CUX1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:102240005
rs253376-<b>C</b>,"8 x 10-12",,0.528,'-,"0.008 unit decrease",[0.006-0.01],IMMP2L,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:111299597
rs1476535-<b>C</b>,"3 x 10-26",,0.451,'-,"0.013 unit decrease",[0.011-0.015],FOXP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:114430980
rs17137753-<b>G</b>,"6 x 10-19",,0.49,'-,"0.011 unit increase",[0.009-0.013],"LINC01392, POLR2DP2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:115390538
rs11770163-<b>G</b>,"2 x 10-10",,0.667,'-,"0.008 unit decrease",[0.006-0.01],MET,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:116777794
rs7795873-<b>C</b>,"5 x 10-16",,0.359,'-,"0.01 unit decrease",[0.008-0.012],CTTNBP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:117872599
rs6973947-<b>C</b>,"8 x 10-10",,0.805,'-,"0.009 unit increase",[0.007-0.011],"RNU1-29P, KCND2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:120180943
rs10953957-<b>G</b>,"3 x 10-17",,0.623,'-,"0.01 unit decrease",[0.008-0.012],"CADPS2, FEZF1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:122314655
rs2097641-<b>G</b>,"1 x 10-8",,0.614,'-,"0.007 unit increase",[0.005-0.009],GRM8,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:126649421
rs3757757-<b>G</b>,"7 x 10-16",,0.885,'-,"0.014 unit decrease",[0.01-0.018],SND1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:128055805
rs9649579-<b>T</b>,"1 x 10-9",,0.422,'-,"0.007 unit decrease",[0.005-0.009],PLXNA4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:132569129
rs34060248-<b>C</b>,"3 x 10-16",,0.589,'-,"0.01 unit increase",[0.008-0.012],LRGUK,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:134134092
rs7793448-<b>T</b>,"6 x 10-11",,0.717,'-,"0.008 unit increase",[0.006-0.01],RAB19,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:140425023
rs62479657-<b>C</b>,"3 x 10-9",,0.639,'-,"0.007 unit increase",[0.005-0.009],PTPRN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:158318697
rs4240671-<b>G</b>,"5 x 10-23",,0.509,'-,"0.012 unit increase",[0.01-0.014],XKR6,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,8:10910238
rs76552497-<b>C</b>,"2 x 10-11",,0.829,'-,"0.011 unit decrease",[0.0071-0.0149],"TRMT9B, LINC00681","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,8:12822171
rs59724122-<b>C</b>,"4 x 10-19",,0.831,'-,"0.014 unit increase",[0.01-0.018],GULOP,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,8:27567179
rs12660725-<b>C</b>,"6 x 10-19",,0.525,'-,"0.011 unit decrease",[0.009-0.013],ASCC3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:100530694
rs10782363-<b>C</b>,"7 x 10-10",,0.531,'-,"0.007 unit increase",[0.005-0.009],"HACE1, NPM1P10","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:104701838
rs531111-<b>T</b>,"7 x 10-10",,0.821,'-,"0.009 unit increase",[0.007-0.011],"LINC00222, FOXO3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:108698403
rs458806-<b>C</b>,"1 x 10-29",,0.178,'-,"0.016 unit increase",[0.014-0.018],"MFSD4B, REV3L","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:111354825
rs174393-<b>G</b>,"2 x 10-10",,0.253,'-,"0.009 unit increase",[0.007-0.011],"TRAF3IP2-AS1, TRAF3IP2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:111597662
rs9372355-<b>A</b>,"1 x 10-8",,0.349,'-,"0.007 unit increase",[0.005-0.009],"SOCS5P5, FCF1P10","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:113216660
rs71561806-<b>G</b>,"3 x 10-9",,0.727,'-,"0.008 unit increase",[0.006-0.01],"RNF217-AS1, NKAIN2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:124721359
rs45582334-<b>A</b>,"8 x 10-10",,0.691,'-,"0.008 unit increase",[0.006-0.01],PTPRK,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:128005886
rs9402093-<b>G</b>,"2 x 10-12",,0.3,'-,"0.009 unit decrease",[0.007-0.011],LAMA2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:129032526
rs1358433-<b>G</b>,"3 x 10-12",,0.603,'-,"0.008 unit decrease",[0.006-0.01],UTRN,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:144559822
rs1856416-<b>C</b>,"2 x 10-12",,0.798,'-,"0.01 unit decrease",[0.008-0.012],"EPM2A, UTRN","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:144965232
rs12204714-<b>C</b>,"5 x 10-11",,0.37,'-,"0.008 unit increase",[0.006-0.01],ESR1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:151914204
rs4870492-<b>C</b>,"9 x 10-11",,0.664,'-,"0.008 unit increase",[0.006-0.01],ARID1B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:156811501
rs143465123-<b>C</b>,"8 x 10-11",,0.94,'-,"0.017 unit increase",[0.011-0.023],TULP4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:158473958
rs12194023-<b>C</b>,"7 x 10-10",,0.739,'-,"0.008 unit increase",[0.006-0.01],"PACRG-AS1, CAHM","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:163395871
rs7744868-<b>A</b>,"1 x 10-9",,0.804,'-,"0.009 unit decrease",[0.007-0.011],WDR27,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:169660237
rs11763008-<b>C</b>,"2 x 10-9",,0.862,'-,"0.01 unit increase",[0.0061-0.0139],"MAD1L1, ELFN1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:1766291
rs6460944-<b>C</b>,"2 x 10-23",,0.592,'-,"0.012 unit decrease",[0.01-0.014],MAD1L1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:1836563
rs4349886-<b>C</b>,"2 x 10-26",,0.462,'-,"0.012 unit decrease",[0.01-0.014],SDK1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:3330406
rs35929923-<b>G</b>,"2 x 10-8",,0.744,'-,"0.008 unit decrease",[0.006-0.01],"RNU1-15P, ASS1P11","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:21360907
rs35851551-<b>A</b>,"9 x 10-13",,0.899,'-,"0.016 unit decrease",[0.012-0.02],"ADCYAP1R1, NEUROD6","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:31291171
rs10237329-<b>C</b>,"2 x 10-10",,0.371,'-,"0.008 unit increase",[0.006-0.01],PDE1C,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:32226113
rs17170827-<b>C</b>,"2 x 10-10",,0.816,'-,"0.009 unit decrease",[0.007-0.011],"ELMO1, ELMO1-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:37006815
rs1174864-<b>G</b>,"1 x 10-9",,0.454,'-,"0.007 unit decrease",[0.005-0.009],"HAUS6P1, POM121L12","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:53059866
rs62449380-<b>G</b>,"4 x 10-10",,0.493,'-,"0.007 unit increase",[0.005-0.009],LINC01445,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:54417951
rs10969963-<b>G</b>,"1 x 10-8",,0.75,'-,"0.007 unit increase",[0.005-0.009],"FTLP4, RPS26P2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:30907221
rs10813691-<b>G</b>,"1 x 10-9",,0.892,'-,"0.012 unit increase",[0.0081-0.0159],"HMGB3P23, RNA5SP281","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:31995834
rs6476613-<b>A</b>,"1 x 10-9",,0.625,'-,"0.007 unit decrease",[0.005-0.009],EBLN3P,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:37084343
rs10869060-<b>G</b>,"8 x 10-9",,0.43,'-,"0.007 unit decrease",[0.005-0.009],CEMIP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:71766284
rs4877285-<b>G</b>,"2 x 10-9",,0.32,'-,"0.007 unit increase",[0.005-0.009],"MTND2P8, PSAT1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:78739213
rs10780264-<b>G</b>,"9 x 10-13",,0.59,'-,"0.008 unit increase",[0.006-0.01],"MTND2P8, KRT18P24","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:78886200
rs2378662-<b>G</b>,"1 x 10-16",,0.462,'-,"0.01 unit decrease",[0.008-0.012],"RMI1, SLC28A3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:84092374
rs2316182-<b>G</b>,"7 x 10-9",,0.13,'-,"0.01 unit increase",[0.0061-0.0139],"SHC3, CKS2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:89199070
rs2416770-<b>C</b>,"4 x 10-15",,0.513,'-,"0.01 unit decrease",[0.008-0.012],STX17-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:99398319
rs142062162-<b>G</b>,"2 x 10-8",,0.964,'-,"0.02 unit decrease",[0.014-0.026],LINC01505,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:106185335
rs12347838-<b>T</b>,"1 x 10-12",,0.687,'-,"0.009 unit decrease",[0.007-0.011],LINC01505,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:106187315
rs2275641-<b>G</b>,"7 x 10-9",,0.643,'-,"0.007 unit increase",[0.005-0.009],ELP1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:108934109
