"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs2690837-<b>C</b>,"3 x 10-8",,0.55582,'-,"5.539 unit decrease",'-,FOXP2,Neuroticism,"neuroticism measurement",'-,GCST005232,7:114359582
rs6476086-<b>A</b>,"2 x 10-11",,0.72266,'-,"6.745 unit increase",'-,"MIR876, LINGO2",Neuroticism,"neuroticism measurement",'-,GCST005232,9:28682263
rs9607805-<b>T</b>,"7 x 10-13",,0.71289,'-,"7.175 unit decrease",'-,ACO2,Neuroticism,"neuroticism measurement",'-,GCST005232,22:41458442
rs860626-<b>T</b>,"2 x 10-10",,0.702369999999999,'-,"6.328 unit increase",'-,EMX2OS,Neuroticism,"neuroticism measurement",'-,GCST005232,10:117542192
rs4673866-<b>A</b>,"6 x 10-9",,0.14402,'-,"5.827 unit decrease",'-,"ENSAP3, VWC2L",Neuroticism,"neuroticism measurement",'-,GCST005232,2:214588503
rs111205626-<b>T</b>,"1 x 10-8",,0.85095,'-,"5.718 unit decrease",'-,"MIR548X2, MIR4704",Neuroticism,"neuroticism measurement",'-,GCST005232,13:65987142
rs7651736-<b>A</b>,"9 x 10-12",,0.56895,'-,"6.821 unit increase",'-,"RNA5SP142, IL20RB",Neuroticism,"neuroticism measurement",'-,GCST005232,3:137041756
rs10497655-<b>T</b>,"1 x 10-7",,0.685659999999999,'-,"5.311 unit increase",'-,"MIR548AE1, ZNF804A",Neuroticism,"neuroticism measurement",'-,GCST005232,2:184597314
rs240110-<b>T</b>,"2 x 10-7",,0.45154,'-,"5.245 unit increase",'-,ASCC3,Neuroticism,"neuroticism measurement",'-,GCST005232,6:100611753
rs1050846-<b>A</b>,"1 x 10-6",,0.44187,'-,"4.87 unit decrease",'-,ZCCHC14,Neuroticism,"neuroticism measurement",'-,GCST005232,16:87411757
rs113647342-<b>T</b>,"4 x 10-8",,0.934302,'-,"5.479 unit increase",'-,FAM172A,Neuroticism,"neuroticism measurement",'-,GCST005232,5:93762365
rs11605020-<b>A</b>,"2 x 10-10",,0.5023,'-,"6.347 unit increase",'-,"LINC02712, KIRREL3-AS3",Neuroticism,"neuroticism measurement",'-,GCST005232,11:127110970
rs12938775-<b>A</b>,"8 x 10-11",,0.49969,'-,"6.494 unit decrease",'-,PAFAH1B1,Neuroticism,"neuroticism measurement",'-,GCST005232,17:2671527
rs888194-<b>C</b>,"1 x 10-9",,0.556929999999999,'-,"6.071 unit decrease",'-,"UBE3B, MMAB",Neuroticism,"neuroticism measurement",'-,GCST005232,12:109549113
rs1563245-<b>T</b>,"5 x 10-11",,0.59725,'-,"6.567 unit decrease",'-,SEMA6D,Neuroticism,"neuroticism measurement",'-,GCST005232,15:47226610
rs12902680-<b>T</b>,"2 x 10-7",,0.61893,'-,"5.212 unit decrease",'-,"SQOR, MTND5P40",Neuroticism,"neuroticism measurement",'-,GCST005232,15:46024286
rs77484855-<b>T</b>,"2 x 10-8",,0.926252,'-,"5.637 unit decrease",'-,"RNU6-408P, ARIH2P1",Neuroticism,"neuroticism measurement",'-,GCST005232,18:28976036
rs9541683-<b>C</b>,"9 x 10-10",,0.70157,'-,"6.134 unit increase",'-,"ZDHHC20P4, SNRPFP3",Neuroticism,"neuroticism measurement",'-,GCST005232,13:68994304
rs8063603-<b>A</b>,"7 x 10-6",,0.66465,'-,"4.497 unit decrease",'-,RBFOX1,Neuroticism,"neuroticism measurement",'-,GCST005232,16:6260644
rs1275411-<b>T</b>,"4 x 10-8",,0.65882,'-,"5.482 unit increase",'-,DCAF5,Neuroticism,"neuroticism measurement",'-,GCST005232,14:69128196
rs11903494-<b>T</b>,"2 x 10-10",,0.2051,'-,"6.353 unit decrease",'-,"LINC01876, NR4A2",Neuroticism,"neuroticism measurement",'-,GCST005232,2:156289029
rs11077203-<b>A</b>,"8 x 10-11",,0.60965,'-,"6.504 unit increase",'-,RBFOX1,Neuroticism,"neuroticism measurement",'-,GCST005232,16:7616840
rs11759026-<b>A</b>,"1 x 10-6",,0.77086,'-,"4.876 unit increase",'-,"MIR588, CENPW",Neuroticism,"neuroticism measurement",'-,GCST005232,6:126470949
rs534666677-<b>T</b>,"3 x 10-8",,5.6448E-4,'-,"5.523 unit increase",'-,PPP5C,Neuroticism,"neuroticism measurement",'-,GCST005232,19:46351484
rs10830220-<b>C</b>,"8 x 10-10",,0.50298,'-,"6.148 unit decrease",'-,"GRM5, TYR",Neuroticism,"neuroticism measurement",'-,GCST005232,11:89140984
rs10211373-<b>T</b>,"2 x 10-8",,0.50267,'-,"5.593 unit decrease",'-,"RN7SL117P, RNA5SP87",Neuroticism,"neuroticism measurement",'-,GCST005232,2:22256203
rs60668206-<b>T</b>,"3 x 10-8",,0.19744,'-,"5.52 unit increase",'-,GTF2IRD1,Neuroticism,"neuroticism measurement",'-,GCST005232,7:74511613
rs6874223-<b>A</b>,"1 x 10-6",,0.93354,'-,"4.87 unit increase",'-,FAM172A,Neuroticism,"neuroticism measurement",'-,GCST005232,5:93877763
rs12682352-<b>C</b>,"1 x 10-24",,0.47697,'-,"0.05752 unit decrease",[0.047-0.069],MFHAS1,Neuroticism,"neuroticism measurement",'-,GCST005232,8:8788736
rs6981523-<b>T</b>,"5 x 10-22",,0.50684,'-,"0.054139 unit increase",[0.043-0.065],"LINC00529, XKR6",Neuroticism,"neuroticism measurement",'-,GCST005232,8:11204283
rs1557341-<b>C</b>,"4 x 10-16",,0.6545,'-,"0.046273 unit decrease",[0.035-0.057],CELF4,Neuroticism,"neuroticism measurement",'-,GCST005232,18:37547464
rs4938021-<b>T</b>,"1 x 10-14",,0.62919,'-,"0.043089 unit increase",[0.032-0.054],"TMPRSS5, DRD2",Neuroticism,"neuroticism measurement",'-,GCST005232,11:113494081
rs10960103-<b>G</b>,"3 x 10-13",,0.21773,'-,"0.040364 unit decrease",[0.03-0.051],"JKAMPP1, AKAP8P1",Neuroticism,"neuroticism measurement",'-,GCST005232,9:11699270
rs9611519-<b>T</b>,"1 x 10-10",,0.2845,'-,"0.035989 unit increase",[0.025-0.047],"L3MBTL2-AS1, L3MBTL2",Neuroticism,"neuroticism measurement",'-,GCST005232,22:41217184
rs12378446-<b>C</b>,"1 x 10-10",,0.20772,'-,"0.035464 unit decrease",[0.025-0.046],"JKAMPP1, AKAP8P1",Neuroticism,"neuroticism measurement",'-,GCST005232,9:11369213
rs4977844-<b>G</b>,"1 x 10-9",,0.62583,'-,"0.034505 unit decrease",[0.023-0.046],"SUMO2P2, LINC01239",Neuroticism,"neuroticism measurement",'-,GCST005232,9:23295901
rs12903563-<b>C</b>,"5 x 10-9",,0.51759,'-,"0.032663 unit decrease",[0.022-0.044],LINGO1,Neuroticism,"neuroticism measurement",'-,GCST005232,15:77741393
rs12938775-<b>A</b>,"1 x 10-8",,0.49969,'-,"0.031696 unit decrease",[0.021-0.043],PAFAH1B1,Neuroticism,"neuroticism measurement",'-,GCST005232,17:2671527
rs490647-<b>A</b>,"3 x 10-7",,0.24648,'-,"0.029943 unit increase",[0.018-0.041],"GRIK3, FTLP18",Neuroticism,"neuroticism measurement",'-,GCST005232,1:36777142
rs12961969-<b>C</b>,"9 x 10-7",,0.80839,'-,"0.027433 unit decrease",[0.016-0.038],"RPL12P40, RN7SKP182",Neuroticism,"neuroticism measurement",'-,GCST005232,18:37784134
rs1187264-<b>C</b>,"1 x 10-6",,0.1377,'-,"0.027163 unit increase",[0.016-0.038],"RN7SKP182, RPL12P40",Neuroticism,"neuroticism measurement",'-,GCST005232,18:37709684
rs2150462-<b>C</b>,"5 x 10-6",,0.7092,'-,"0.025424 unit decrease",[0.014-0.036],"SUMO2P2, LINC01239",Neuroticism,"neuroticism measurement",'-,GCST005232,9:23316332
rs2921036-<b>T</b>,"3 x 10-31",,0.48746,'-,"11.629 unit increase",'-,"RN7SL178P, PRAG1",Neuroticism,"neuroticism measurement",'-,GCST005232,8:8506387
rs1039916-<b>A</b>,"6 x 10-30",,0.51625,'-,"11.371 unit increase",'-,MFHAS1,Neuroticism,"neuroticism measurement",'-,GCST005232,8:8828344
rs77804065-<b>T</b>,"8 x 10-26",,0.21716,'-,"10.503 unit increase",'-,LINC02210-CRHR1,Neuroticism,"neuroticism measurement",'-,GCST005232,17:45733530
rs17652520-<b>A</b>,"1 x 10-25",,0.2216,'-,"10.472 unit increase",'-,MAPT,Neuroticism,"neuroticism measurement",'-,GCST005232,17:46021601
rs2214258-<b>C</b>,"2 x 10-25",,0.21533,'-,"10.415 unit increase",'-,MAPT-AS1,Neuroticism,"neuroticism measurement",'-,GCST005232,17:45876353
rs2696589-<b>T</b>,"3 x 10-25",,0.19528,'-,"10.371 unit increase",'-,KANSL1,Neuroticism,"neuroticism measurement",'-,GCST005232,17:46144470
rs11496294-<b>C</b>,"6 x 10-9",,0.224224,'-,"5.81 z score increase",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,9:11257041
rs10186791-<b>A</b>,"4 x 10-8",,0.371027,'-,"5.51 z score increase",'-,ACTG1P22,Neurociticism,"neuroticism measurement",'-,GCST006940,2:57730437
rs115275466-<b>A</b>,"5 x 10-8",,0.0418509,'-,"5.45 z score increase",'-,LHX8,Neurociticism,"neuroticism measurement",'-,GCST006940,1:75038067
rs11608355-<b>T</b>,"2 x 10-15",,0.316757,'-,"7.92 z score decrease",'-,MYO1H,Neurociticism,"neuroticism measurement",'-,GCST006940,12:109441487
rs10460051-<b>T</b>,"3 x 10-10",,0.491209,'-,"6.31 z score increase",'-,"NOL4, ASXL3",Neurociticism,"neuroticism measurement",'-,GCST006940,18:33833715
rs11661202-<b>C</b>,"1 x 10-16",,0.268918,'-,"8.29 z score decrease",'-,"MIR4318, RPL12P40",Neurociticism,"neuroticism measurement",'-,GCST006940,18:37670451
rs10476484-<b>A</b>,"6 x 10-9",,0.276744,'-,"5.82 z score decrease",'-,RNU6-209P,Neurociticism,"neuroticism measurement",'-,GCST006940,5:165011258
rs11875397-<b>A</b>,"6 x 10-10",,0.187439,'-,"6.2 z score decrease",'-,"KC6, NPM1P1",Neurociticism,"neuroticism measurement",'-,GCST006940,18:41739314
rs11948261-<b>A</b>,"3 x 10-10",,0.210714,'-,"6.3 z score increase",'-,FBXL17,Neurociticism,"neuroticism measurement",'-,GCST006940,5:108417990
rs10737693-<b>T</b>,"3 x 10-8",,0.223159,'-,"5.56 z score decrease",'-,DENND1B,Neurociticism,"neuroticism measurement",'-,GCST006940,1:197629900
rs1077393-<b>A</b>,"2 x 10-8",,0.477302,'-,"5.65 z score decrease",'-,BAG6,Neurociticism,"neuroticism measurement",'-,GCST006940,6:31642752
rs1278493-<b>A</b>,"8 x 10-10",,0.42933,'-,"6.14 z score increase",'-,PPP2R3A,Neurociticism,"neuroticism measurement",'-,GCST006940,3:136095167
rs1282545-<b>T</b>,"9 x 10-13",,0.436332,'-,"7.15 z score decrease",'-,"LINC01990, BBX",Neurociticism,"neuroticism measurement",'-,GCST006940,3:107480862
rs12902680-<b>T</b>,"2 x 10-8",,0.381068,'-,"5.63 z score decrease",'-,"SQOR, MTND5P40",Neurociticism,"neuroticism measurement",'-,GCST006940,15:46024286
rs10812851-<b>T</b>,"3 x 10-9",,0.369058,'-,"5.92 z score increase",'-,LINGO2,Neurociticism,"neuroticism measurement",'-,GCST006940,9:28607879
rs10830220-<b>C</b>,"7 x 10-10",,0.497023,'-,"6.17 z score decrease",'-,"GRM5, TYR",Neurociticism,"neuroticism measurement",'-,GCST006940,11:89140984
rs10896636-<b>C</b>,"9 x 10-11",,0.336471,'-,"6.49 z score decrease",'-,ZDHHC5,Neurociticism,"neuroticism measurement",'-,GCST006940,11:57680560
rs10935181-<b>A</b>,"1 x 10-12",,0.424096,'-,"7.12 z score decrease",'-,STAG1,Neurociticism,"neuroticism measurement",'-,GCST006940,3:136379566
rs11039182-<b>T</b>,"3 x 10-14",,0.269312,'-,"7.6 z score decrease",'-,MADD,Neurociticism,"neuroticism measurement",'-,GCST006940,11:47325172
rs11039389-<b>T</b>,"4 x 10-10",,0.341432,'-,"6.27 z score increase",'-,"NUP160, FNBP4",Neurociticism,"neuroticism measurement",'-,GCST006940,11:47774510
rs11067376-<b>A</b>,"2 x 10-13",,0.359496,'-,"7.36 z score decrease",'-,MVK,Neurociticism,"neuroticism measurement",'-,GCST006940,12:109589990
rs11082011-<b>T</b>,"4 x 10-21",,0.343995,'-,"9.42 z score decrease",'-,CELF4,Neurociticism,"neuroticism measurement",'-,GCST006940,18:37565159
rs11090045-<b>A</b>,"4 x 10-14",,0.30231,'-,"7.56 z score increase",'-,ZC3H7B,Neurociticism,"neuroticism measurement",'-,GCST006940,22:41357599
rs11152212-<b>A</b>,"8 x 10-11",,0.324748,'-,"6.5 z score increase",'-,LINC01929,Neurociticism,"neuroticism measurement",'-,GCST006940,18:55103440
rs11184985-<b>T</b>,"3 x 10-8",,0.269475,'-,"5.52 z score increase",'-,MTATP6P14,Neurociticism,"neuroticism measurement",'-,GCST006940,1:106770988
rs11263943-<b>A</b>,"1 x 10-11",,0.428827,'-,"6.78 z score increase",'-,GRIK3,Neurociticism,"neuroticism measurement",'-,GCST006940,1:36732529
rs10005233-<b>T</b>,"2 x 10-10",,0.478406,'-,"6.35 z score increase",'-,SNCA,Neurociticism,"neuroticism measurement",'-,GCST006940,4:89822180
rs11509880-<b>A</b>,"9 x 10-11",,0.344232,'-,"6.48 z score increase",'-,TMEM106B,Neurociticism,"neuroticism measurement",'-,GCST006940,7:12222285
rs10188070-<b>A</b>,"6 x 10-10",,0.34937,'-,"6.19 z score decrease",'-,VRK2,Neurociticism,"neuroticism measurement",'-,GCST006940,2:58072191
rs10456089-<b>A</b>,"4 x 10-9",,0.0758129,'-,"5.89 z score decrease",'-,"HIVEP1, AMD1P4",Neurociticism,"neuroticism measurement",'-,GCST006940,6:11959603
rs11627348-<b>A</b>,"6 x 10-9",,0.151394,'-,"5.8 z score increase",'-,OTX2-AS1,Neurociticism,"neuroticism measurement",'-,GCST006940,14:56828686
rs10463586-<b>T</b>,"5 x 10-9",,0.479508,'-,"5.86 z score increase",'-,FBXL17,Neurociticism,"neuroticism measurement",'-,GCST006940,5:108178002
rs11759026-<b>A</b>,"4 x 10-8",,0.229136,'-,"5.51 z score increase",'-,"MIR588, CENPW",Neurociticism,"neuroticism measurement",'-,GCST006940,6:126470949
rs10497655-<b>T</b>,"8 x 10-10",,0.314337,'-,"6.14 z score increase",'-,"MIR548AE1, ZNF804A",Neurociticism,"neuroticism measurement",'-,GCST006940,2:184597314
rs10507274-<b>T</b>,"4 x 10-8",,0.0615099,'-,"5.51 z score decrease",'-,SPRING1,Neurociticism,"neuroticism measurement",'-,GCST006940,12:116723171
rs11975-<b>A</b>,"4 x 10-11",,0.144253,'-,"6.6 z score decrease",'-,FAM120A,Neurociticism,"neuroticism measurement",'-,GCST006940,9:93565409
rs12076771-<b>T</b>,"5 x 10-9",,0.277226,'-,"5.86 z score increase",'-,RABGAP1L,Neurociticism,"neuroticism measurement",'-,GCST006940,1:174184146
rs12092768-<b>A</b>,"2 x 10-9",,0.284798,'-,"6.02 z score decrease",'-,RABGAP1L,Neurociticism,"neuroticism measurement",'-,GCST006940,1:174463744
rs12137398-<b>T</b>,"1 x 10-9",,0.19435,'-,"6.11 z score increase",'-,CAMTA1,Neurociticism,"neuroticism measurement",'-,GCST006940,1:7730488
rs12137936-<b>C</b>,"3 x 10-8",,0.307137,'-,"5.54 z score decrease",'-,NEGR1,Neurociticism,"neuroticism measurement",'-,GCST006940,1:72254674
rs1234418-<b>A</b>,"2 x 10-12",,0.431093,'-,"7.02 z score decrease",'-,MBD5,Neurociticism,"neuroticism measurement",'-,GCST006940,2:148036719
rs1245101-<b>C</b>,"5 x 10-9",,0.42592,'-,"5.86 z score decrease",'-,NCAM1,Neurociticism,"neuroticism measurement",'-,GCST006940,11:113067367
rs1261070-<b>A</b>,"5 x 10-9",,0.0831335,'-,"5.84 z score decrease",'-,TCF4,Neurociticism,"neuroticism measurement",'-,GCST006940,18:55235854
rs12622150-<b>T</b>,"5 x 10-13",,0.419725,'-,"7.22 z score increase",'-,ACVR2A,Neurociticism,"neuroticism measurement",'-,GCST006940,2:147915821
rs1275411-<b>T</b>,"5 x 10-9",,0.341181,'-,"5.86 z score increase",'-,DCAF5,Neurociticism,"neuroticism measurement",'-,GCST006940,14:69128196
rs10789929-<b>T</b>,"4 x 10-12",,0.393947,'-,"6.95 z score increase",'-,NCAM1,Neurociticism,"neuroticism measurement",'-,GCST006940,11:112959940
rs10811883-<b>T</b>,"9 x 10-13",,0.373745,'-,"7.14 z score decrease",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,9:23291528
rs12903078-<b>A</b>,"4 x 10-8",,0.406166,'-,"5.51 z score increase",'-,SEMA6D,Neurociticism,"neuroticism measurement",'-,GCST006940,15:47211272
rs12938775-<b>A</b>,"8 x 10-12",,0.499686,'-,"6.84 z score decrease",'-,PAFAH1B1,Neurociticism,"neuroticism measurement",'-,GCST006940,17:2671527
rs12955791-<b>T</b>,"2 x 10-8",,0.413009,'-,"5.65 z score decrease",'-,"LINC01917, DCC",Neurociticism,"neuroticism measurement",'-,GCST006940,18:53501034
rs36006259-<b>T</b>,"2 x 10-8",,0.157665,'-,"5.58 z score decrease",'-,PRKD1,Neurociticism,"neuroticism measurement",'-,GCST006940,14:29799665
rs3741475-<b>A</b>,"3 x 10-9",,0.200387,'-,"5.91 z score increase",'-,NOS1,Neurociticism,"neuroticism measurement",'-,GCST006940,12:117232109
rs3751855-<b>T</b>,"4 x 10-10",,0.393888,'-,"6.25 z score increase",'-,ZNF646,Neurociticism,"neuroticism measurement",'-,GCST006940,16:31079888
rs3785237-<b>C</b>,"7 x 10-13",,0.496839,'-,"7.18 z score increase",'-,RBFOX1,Neurociticism,"neuroticism measurement",'-,GCST006940,16:7617129
rs3936093-<b>A</b>,"2 x 10-10",,0.432908,'-,"6.36 z score decrease",'-,LINGO1,Neurociticism,"neuroticism measurement",'-,GCST006940,15:77809567
rs415929-<b>T</b>,"4 x 10-8",,0.290043,'-,"5.51 z score decrease",'-,NOTCH4,Neurociticism,"neuroticism measurement",'-,GCST006940,6:32221255
rs4245154-<b>A</b>,"4 x 10-17",,0.431123,'-,"8.42 z score increase",'-,DRD2,Neurociticism,"neuroticism measurement",'-,GCST006940,11:113517952
rs4362360-<b>T</b>,"4 x 10-8",,0.487107,'-,"5.51 z score increase",'-,AGBL1,Neurociticism,"neuroticism measurement",'-,GCST006940,15:86397391
rs4396680-<b>A</b>,"4 x 10-9",,0.203099,'-,"5.88 z score increase",'-,"KLF11, GRHL1",Neurociticism,"neuroticism measurement",'-,GCST006940,2:10038109
rs4405857-<b>C</b>,"1 x 10-8",,0.401596,'-,"5.7 z score increase",'-,MAGI1,Neurociticism,"neuroticism measurement",'-,GCST006940,3:65459852
rs4444227-<b>T</b>,"2 x 10-9",,0.214472,'-,"6.04 z score decrease",'-,CTAGE16P,Neurociticism,"neuroticism measurement",'-,GCST006940,13:58542026
rs4530683-<b>A</b>,"3 x 10-8",,0.414956,'-,"5.52 z score decrease",'-,SLC7A11-AS1,Neurociticism,"neuroticism measurement",'-,GCST006940,4:138132415
rs4566993-<b>T</b>,"4 x 10-8",,0.161793,'-,"5.48 z score increase",'-,"PRSS55, PRSS51",Neurociticism,"neuroticism measurement",'-,GCST006940,8:10546509
rs4578918-<b>T</b>,"1 x 10-10",,0.256817,'-,"6.44 z score increase",'-,"NCOA5, RPL13P2",Neurociticism,"neuroticism measurement",'-,GCST006940,20:46093017
rs4585149-<b>T</b>,"7 x 10-9",,0.177069,'-,"5.79 z score decrease",'-,"SLC66A1L, RN7SKP46",Neurociticism,"neuroticism measurement",'-,GCST006940,3:157776163
rs459078-<b>T</b>,"3 x 10-9",,0.287257,'-,"5.96 z score decrease",'-,RABGAP1L,Neurociticism,"neuroticism measurement",'-,GCST006940,1:174733772
rs4601783-<b>A</b>,"5 x 10-8",,0.497979,'-,"5.46 z score decrease",'-,TYR,Neurociticism,"neuroticism measurement",'-,GCST006940,11:89245377
rs4757136-<b>A</b>,"9 x 10-13",,0.428808,'-,"7.15 z score decrease",'-,"RASSF10, ARNTL",Neurociticism,"neuroticism measurement",'-,GCST006940,11:13259780
rs483143-<b>C</b>,"4 x 10-9",,0.131472,'-,"5.9 z score decrease",'-,"H4C13, H3C12",Neurociticism,"neuroticism measurement",'-,GCST006940,6:27878966
rs4902704-<b>C</b>,"2 x 10-9",,0.376173,'-,"5.97 z score increase",'-,EXD2,Neurociticism,"neuroticism measurement",'-,GCST006940,14:69236871
rs4903265-<b>T</b>,"1 x 10-12",,0.312786,'-,"7.08 z score decrease",'-,"DLST, PROX2",Neurociticism,"neuroticism measurement",'-,GCST006940,14:74877174
rs55702830-<b>A</b>,"3 x 10-8",,0.394391,'-,"5.53 z score decrease",'-,"FBLIM1P2, LINC02710",Neurociticism,"neuroticism measurement",'-,GCST006940,11:46210405
rs56084168-<b>T</b>,"7 x 10-13",,0.147994,'-,"7.18 z score decrease",'-,"BAIAP2, AATK",Neurociticism,"neuroticism measurement",'-,GCST006940,17:81110774
rs56318386-<b>T</b>,"1 x 10-10",,0.215156,'-,"6.43 z score decrease",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,9:11703892
rs56324019-<b>T</b>,"8 x 10-9",,0.170122,'-,"5.77 z score decrease",'-,"TMEM161B-AS1, LINC00461",Neurociticism,"neuroticism measurement",'-,GCST006940,5:88456324
rs57713596-<b>T</b>,"4 x 10-8",,0.13736,'-,"5.47 z score decrease",'-,LINC00240,Neurociticism,"neuroticism measurement",'-,GCST006940,6:27036319
rs579017-<b>T</b>,"2 x 10-8",,0.0602504,'-,"5.65 z score increase",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,9:117564322
rs58007470-<b>T</b>,"3 x 10-8",,0.218522,'-,"5.54 z score increase",'-,GALNT10,Neurociticism,"neuroticism measurement",'-,GCST006940,5:154287230
rs59491086-<b>A</b>,"3 x 10-11",,0.205198,'-,"6.63 z score increase",'-,"NR4A2, LINC01876",Neurociticism,"neuroticism measurement",'-,GCST006940,2:156276367
rs62055866-<b>C</b>,"3 x 10-10",,0.385043,'-,"6.29 z score increase",'-,SETD1A,Neurociticism,"neuroticism measurement",'-,GCST006940,16:30958236
rs62062288-<b>A</b>,"6 x 10-32",,0.211505,'-,"11.77 z score increase",'-,MAPT,Neurociticism,"neuroticism measurement",'-,GCST006940,17:46019187
rs62212171-<b>T</b>,"3 x 10-8",,0.137405,'-,"5.52 z score decrease",'-,ITCH,Neurociticism,"neuroticism measurement",'-,GCST006940,20:34399881
rs62550480-<b>T</b>,"9 x 10-11",,0.214237,'-,"6.48 z score decrease",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,9:11449346
rs6425302-<b>A</b>,"5 x 10-9",,0.284086,'-,"5.86 z score decrease",'-,RABGAP1L,Neurociticism,"neuroticism measurement",'-,GCST006940,1:174882641
rs6439649-<b>T</b>,"8 x 10-12",,0.39626,'-,"6.83 z score increase",'-,STAG1,Neurociticism,"neuroticism measurement",'-,GCST006940,3:136652849
rs6490177-<b>A</b>,"6 x 10-11",,0.183007,'-,"6.54 z score increase",'-,TAOK3,Neurociticism,"neuroticism measurement",'-,GCST006940,12:118358280
rs6594319-<b>A</b>,"2 x 10-8",,0.433115,'-,"5.63 z score decrease",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,5:108547490
rs6737187-<b>A</b>,"2 x 10-8",,0.299488,'-,"5.64 z score decrease",'-,NYAP2,Neurociticism,"neuroticism measurement",'-,GCST006940,2:225495701
rs6743916-<b>A</b>,"2 x 10-10",,0.30274,'-,"6.36 z score decrease",'-,LINC01122,Neurociticism,"neuroticism measurement",'-,GCST006940,2:58477314
rs674437-<b>A</b>,"3 x 10-10",,0.485057,'-,"6.31 z score decrease",'-,GRM5,Neurociticism,"neuroticism measurement",'-,GCST006940,11:88956785
rs6773869-<b>A</b>,"4 x 10-12",,0.358546,'-,"6.93 z score decrease",'-,PLCL2,Neurociticism,"neuroticism measurement",'-,GCST006940,3:16828841
rs6919397-<b>T</b>,"4 x 10-8",,0.459046,'-,"5.48 z score increase",'-,"CENPW, PPP1R14BP5",Neurociticism,"neuroticism measurement",'-,GCST006940,6:126337897
rs6922758-<b>T</b>,"2 x 10-10",,0.131901,'-,"6.37 z score decrease",'-,'-,Neurociticism,"neuroticism measurement",'-,GCST006940,6:97870350
rs6970541-<b>T</b>,"5 x 10-9",,0.49136,'-,"5.83 z score increase",'-,VPS41,Neurociticism,"neuroticism measurement",'-,GCST006940,7:38923591
rs6986-<b>C</b>,"7 x 10-10",,0.223335,'-,"6.16 z score increase",'-,"TRIM39-RPP21, RPP21",Neurociticism,"neuroticism measurement",'-,GCST006940,6:30345563
rs6997840-<b>T</b>,"3 x 10-8",,0.393089,'-,"5.53 z score decrease",'-,"PTK2, ERICD",Neurociticism,"neuroticism measurement",'-,GCST006940,8:140648262
rs7033345-<b>T</b>,"2 x 10-9",,0.27906,'-,"5.97 z score increase",'-,LINGO2,Neurociticism,"neuroticism measurement",'-,GCST006940,9:28717575
rs7104036-<b>A</b>,"2 x 10-10",,0.386605,'-,"6.37 z score decrease",'-,RAPSN,Neurociticism,"neuroticism measurement",'-,GCST006940,11:47440589
rs7107356-<b>A</b>,"3 x 10-12",,0.495007,'-,"6.97 z score decrease",'-,"MTCH2, AGBL2",Neurociticism,"neuroticism measurement",'-,GCST006940,11:47654618
rs7117205-<b>T</b>,"6 x 10-10",,0.312314,'-,"6.2 z score decrease",'-,"OR5AZ1P, OR5BA1P",Neurociticism,"neuroticism measurement",'-,GCST006940,11:57874411
rs9607805-<b>T</b>,"1 x 10-10",,0.287107,'-,"6.41 z score decrease",'-,ACO2,Neurociticism,"neuroticism measurement",'-,GCST006940,22:41458442
rs9688806-<b>T</b>,"8 x 10-10",,0.125717,'-,"6.14 z score increase",'-,EIF4EBP2P3,Neurociticism,"neuroticism measurement",'-,GCST006940,6:98183005
rs988867-<b>T</b>,"2 x 10-8",,0.144277,'-,"5.61 z score increase",'-,VWC2L,Neurociticism,"neuroticism measurement",'-,GCST006940,2:214584294
rs998884-<b>A</b>,"5 x 10-14",,0.401456,'-,"7.53 z score decrease",'-,"RNA5SP106, ACVR2A",Neurociticism,"neuroticism measurement",'-,GCST006940,2:147782283
rs10119773-<b>A</b>,"8 x 10-12",,0.465998,'-,"6.83 z score decrease",'-,ELAVL2,Neurociticism,"neuroticism measurement",'-,GCST006940,9:23736402
rs10144845-<b>T</b>,"1 x 10-13",,0.320298,'-,"7.4 z score increase",'-,YLPM1,Neurociticism,"neuroticism measurement",'-,GCST006940,14:74771067
rs72694269-<b>T</b>,"1 x 10-9",,0.10113,'-,"6.06 z score decrease",'-,"JKAMPP1, AKAP8P1",Neurociticism,"neuroticism measurement",'-,GCST006940,9:11155055
rs72759273-<b>A</b>,"5 x 10-8",,0.194462,'-,"5.46 z score increase",'-,NEK6,Neurociticism,"neuroticism measurement",'-,GCST006940,9:124211594
rs73034263-<b>C</b>,"3 x 10-8",,0.194034,'-,"5.56 z score increase",'-,IGSF9B,Neurociticism,"neuroticism measurement",'-,GCST006940,11:133938143
rs7338774-<b>A</b>,"2 x 10-9",,0.329767,'-,"6.01 z score decrease",'-,"RN7SL761P, LINC00550",Neurociticism,"neuroticism measurement",'-,GCST006940,13:68770002
rs75614054-<b>T</b>,"3 x 10-14",,0.0864162,'-,"7.62 z score increase",'-,PTCH1,Neurociticism,"neuroticism measurement",'-,GCST006940,9:95513507
